risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,theta_step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,selected_stage,stage_improvement,stage_relative_improvement,stage_termination_reason,continuation_stop_reason,residual_norm,objective,eta,regret1,regret2,theta1,theta2
cvar,500,50,15328123,0.5,0.5,0.003,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1000,1000,True,nan,nan,max_iter,,0.14039070923568686,0.009854775619849586,0.021412191344970244,0.016157927137961936,0.021412191344970244,0.4965274183015085,0.5024690782929219
cvar,500,50,15328123,0.5,0.5,0.003,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1100,1100,True,nan,nan,max_iter,,0.1399400236137391,0.00979160510450693,0.021371547983765393,0.015985815408235404,0.021371547983765393,0.4965308247416949,0.5024717315319269
cvar,500,50,15328123,0.5,0.5,0.003,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1200,1200,True,nan,nan,max_iter,,0.13953599232703223,0.009735146577344799,0.021333547606473935,0.015829159114514657,0.021333547606473935,0.4965340807584668,0.5024742734218781
cvar,500,50,15328123,0.5,0.5,0.003,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1300,1300,True,nan,nan,max_iter,,0.13916996097208884,0.009684139018486365,0.021297757841982623,0.015685058174513766,0.021297757841982623,0.4965372021027555,0.5024767146683419
cvar,500,50,15328123,0.5,0.5,0.003,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1400,1400,True,nan,nan,max_iter,,0.13883544195070235,0.009637639970823422,0.02126281518047013,0.015551151416143605,0.02126281518047013,0.49654020201397525,0.5024790643404643
cvar,500,50,15328123,0.5,0.5,0.003,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1500,1500,True,nan,nan,max_iter,,0.13852744924570132,0.009594927097260177,0.02122839402143406,0.015425930659001441,0.02122839402143406,0.4965430917446712,0.5024813301580928
cvar,500,50,15328123,0.5,0.5,0.003,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1600,1600,True,nan,nan,max_iter,,0.13824207100462163,0.009555435097823424,0.021194544431202444,0.015307740716730134,0.021194544431202444,0.4965458809587388,0.5024835187349285
cvar,500,50,15328123,0.5,0.5,0.003,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1700,1700,True,nan,nan,max_iter,,0.1379761844819246,0.009518713742095047,0.021160470366194395,0.015196987757131963,0.021160470366194395,0.49654857803463415,0.5024856357773958
cvar,500,50,15328123,0.5,0.5,0.003,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1800,1800,True,nan,nan,max_iter,,0.13772725982925857,0.009484399050038051,0.021125971154182577,0.015092722621934007,0.021125971154182577,0.49655119029832956,0.5024876862452334
cvar,500,50,15328123,0.5,0.5,0.003,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1900,1900,True,nan,nan,max_iter,,0.13749322134743164,0.009452192958246916,0.021091071737720735,0.014994291894743217,0.021091071737720735,0.49655372420430494,0.5024896744807901
cvar,500,50,15328123,0.5,0.5,0.003,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,2000,2000,True,nan,nan,max_iter,,0.13727234705751573,0.009421848633339523,0.021055801337363733,0.014901092891015044,0.021055801337363733,0.4965561854778271,0.5024916043132841
cvar,500,50,15328123,0.5,0.5,0.003,0.002,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,0,0,True,nan,nan,stagnation,,0.2645266017064059,0.034987161505169756,0.05475692245987551,0.048640971888526896,0.05475692245987551,0.4965628538077232,0.5025077703221679
cvar,500,50,15328123,0.5,0.5,0.003,0.002,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,100,100,True,nan,nan,stagnation,,1.409434239995737,0.9932524384361803,0.05023321878407794,0.034546925553944896,0.05023321878407794,0.49631007324503557,0.5022614610902869
cvar,500,50,15328123,0.5,0.5,0.003,0.002,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,200,200,True,nan,nan,stagnation,,1.3866497434505254,0.961398755505704,0.05024196464050723,0.03454181434360226,0.05024196464050723,0.4962960946338929,0.502244171792523
cvar,500,50,15328123,0.5,0.5,0.003,0.002,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,300,300,True,nan,nan,stagnation,,1.3702212660768254,0.9387531590045891,0.05027166434581887,0.034524980575555975,0.05027166434581887,0.4962861626469957,0.5022316622003252
cvar,500,50,15328123,0.5,0.5,0.003,0.002,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,400,400,True,nan,nan,stagnation,,1.357657983071479,0.9216175994988581,0.05023721702413897,0.03452902819106696,0.05023721702413897,0.4962776343123136,0.5022204154211038
cvar,500,50,15328123,0.5,0.5,0.003,0.002,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,500,500,True,nan,nan,stagnation,,1.3465665425534663,0.9066207267621981,0.05024794743204397,0.034499685523928125,0.05024794743204397,0.49627099132870284,0.5022117965372177
cvar,500,50,15328123,0.5,0.5,0.003,0.002,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,600,600,True,nan,nan,stagnation,,1.3362281763243424,0.892752869601539,0.0503345580025194,0.03441021935067279,0.0503345580025194,0.49626537157200173,0.502204235214944
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,0,0,True,nan,nan,max_iter,,0.26404108378862845,0.034858846964136755,0.05475692245987551,0.048640971888526896,0.05475692245987551,0.4965628538077232,0.5025077703221679
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,100,100,True,nan,nan,max_iter,,0.1544769994462482,0.011931571678958084,0.023415186861698523,0.021176651830291826,0.023415186861698523,0.4965403131575237,0.5024634611858
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,200,200,True,nan,nan,max_iter,,0.14724776465024825,0.010840952097247449,0.022171746966600292,0.0192635832892748,0.022171746966600292,0.49654627302384796,0.5024638998759646
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,300,300,True,nan,nan,max_iter,,0.14399575734887174,0.010367389067237574,0.02161024125036959,0.018176390739668036,0.02161024125036959,0.49655162360922983,0.5024654622835013
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,400,400,True,nan,nan,max_iter,,0.1420030237993109,0.010082429384073829,0.021302031756038953,0.017436043361810816,0.021302031756038953,0.49655637675336806,0.5024672913899232
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,500,500,True,nan,nan,max_iter,,0.14060292201547844,0.009884590839645357,0.02110320972904045,0.01687906081905921,0.02110320972904045,0.4965606658869561,0.502469182739455
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,600,600,True,nan,nan,max_iter,,0.13954011942495512,0.009735722464565368,0.02096768633655155,0.016433190401016873,0.02096768633655155,0.4965645962734558,0.5024710678246926
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,700,700,True,nan,nan,max_iter,,0.13869222322943237,0.00961776639216135,0.020870579137603262,0.01606410723978763,0.020870579137603262,0.49656824221189066,0.5024729206012679
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,800,800,True,nan,nan,max_iter,,0.13799193840027954,0.00952088753173327,0.020795646693954728,0.015750294455797842,0.020795646693954728,0.4965716566159679,0.502474731003148
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,900,900,True,nan,nan,max_iter,,0.13739861196762013,0.009439189285314323,0.020735916149028255,0.01548274002523925,0.020735916149028255,0.4965748783058524,0.5024764956212757
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1000,1000,True,nan,nan,max_iter,,0.13688593024241463,0.009368878949165603,0.02068467619851133,0.015250668465258244,0.02068467619851133,0.4965779366419802,0.5024782139757922
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1100,1100,True,nan,nan,max_iter,,0.13643594082736682,0.00930738297472437,0.020639114140723502,0.01504987327065438,0.020639114140723502,0.49658085442889033,0.5024798868951378
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1200,1200,True,nan,nan,max_iter,,0.13603588154462237,0.009252880533811264,0.020598846353325984,0.014873020161658423,0.020598846353325984,0.49658364977777364,0.5024815157715437
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1300,1300,True,nan,nan,max_iter,,0.1356763776947034,0.009204039732177904,0.020561974963343443,0.014715222456400667,0.020561974963343443,0.49658633734047325,0.502483102208194
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1400,1400,True,nan,nan,max_iter,,0.13535035774349571,0.009159859670646135,0.02052722420326525,0.01457371304400712,0.02052722420326525,0.49658892915439246,0.5024846478506859
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1500,1500,True,nan,nan,max_iter,,0.13505236983842497,0.00911957129948736,0.020493523902293087,0.014445102389303466,0.020493523902293087,0.49659143523885124,0.5024861543083047
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1600,1600,True,nan,nan,max_iter,,0.1347781336408275,0.009082572653852379,0.020460405732909193,0.014328791528970986,0.020460405732909193,0.49659386402749534,0.5024876231199423
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1700,1700,True,nan,nan,max_iter,,0.13452423643402509,0.00904838509407874,0.020427960403125167,0.014222440976391082,0.020427960403125167,0.49659622268922954,0.5024890557422862
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1800,1800,True,nan,nan,max_iter,,0.13428792106172266,0.009016622871539728,0.02039621429317867,0.014124714420398976,0.02039621429317867,0.4965985173712138,0.5024904535489153
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1900,1900,True,nan,nan,max_iter,,0.1340669342476289,0.008986971429279024,0.020364876403569432,0.014034996075324713,0.020364876403569432,0.4966007533860051,0.5024918178344829
cvar,500,50,15328123,0.5,0.5,0.003,0.005,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,2000,2000,True,nan,nan,max_iter,,0.13385941576163718,0.008959171594023421,0.020333607016271182,0.013952445830559712,0.020333607016271182,0.49660293535779476,0.5024931498209629
cvar,500,50,15328123,0.5,0.5,0.003,0.005,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,0,0,True,nan,nan,stagnation,,0.26404108378862845,0.034858846964136755,0.05475692245987551,0.048640971888526896,0.05475692245987551,0.4965628538077232,0.5025077703221679
cvar,500,50,15328123,0.5,0.5,0.003,0.005,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,100,100,True,nan,nan,stagnation,,1.5244423364876156,1.1619622186379104,0.05350392221587197,0.03591110894799343,0.05350392221587197,0.4962763515170515,0.5023488101750233
cvar,500,50,15328123,0.5,0.5,0.003,0.005,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,200,200,True,nan,nan,stagnation,,1.4948946415415185,1.1173549946547725,0.05349085091649397,0.03590840798649508,0.05349085091649397,0.4962643520563954,0.5023245622701273
cvar,500,50,15328123,0.5,0.5,0.003,0.005,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,300,300,True,nan,nan,stagnation,,1.4729663220018498,1.0848148928758286,0.05341780206305735,0.035889914798299394,0.05341780206305735,0.4962556584006247,0.5023071938302862
cvar,500,50,15328123,0.5,0.5,0.003,0.005,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,400,400,True,nan,nan,stagnation,,1.449828230173283,1.051000948503697,0.05151256443184682,0.035327011862096414,0.05151256443184682,0.49624873775130346,0.5022919647102521
cvar,500,50,15328123,0.5,0.5,0.003,0.005,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,500,500,True,nan,nan,stagnation,,1.3988133287367326,0.9783393643257692,0.0489100239861493,0.03195973085165549,0.0489100239861493,0.496240855564257,0.5022705120266079
cvar,500,50,15328123,0.5,0.5,0.003,0.005,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,600,600,True,nan,nan,stagnation,,1.4329763317954758,1.0267105837430088,0.05259590508335921,0.035507890544801635,0.05259590508335921,0.4962321940906158,0.5022525207951394
cvar,500,50,15328123,0.5,0.5,0.003,0.005,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,700,700,True,nan,nan,stagnation,,1.2351242766583161,0.7627659893953643,0.10531653488977022,0.015951334035559817,0.10531653488977022,0.4962273859749218,0.5022475147083444
cvar,500,50,15328123,0.5,0.5,0.003,0.005,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,800,800,True,nan,nan,stagnation,,1.1787509849998759,0.6947269423190888,0.097637856701413,0.008652277190834168,0.097637856701413,0.4962250112646178,0.5022516003556132
cvar,500,50,15328123,0.5,0.5,0.003,0.005,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,900,900,True,nan,nan,stagnation,,0.83162185714656,0.3457974566419467,0.12622172286640498,0.10313160914343089,0.12622172286640498,0.49623181917100206,0.5022626115682451
cvar,500,50,15328123,0.5,0.5,0.003,0.005,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1000,1000,True,nan,nan,stagnation,,0.7796212451861373,0.30390464297279157,0.15682108676922546,0.1312096455378572,0.15682108676922546,0.4962521346944133,0.5022703109064118
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,0,0,True,nan,nan,max_iter,,0.2637829641802667,0.03479072609586393,0.05475692245987551,0.048640971888526896,0.05475692245987551,0.4965628538077232,0.5025077703221679
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,100,100,True,nan,nan,max_iter,,0.1554766134289297,0.012086488661664424,0.025809880365043503,0.020727264645853394,0.025809880365043503,0.4965608366940775,0.502477618085885
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,200,200,True,nan,nan,max_iter,,0.14756057616906462,0.010887061819673161,0.023503152532693306,0.01895574314030063,0.023503152532693306,0.4965670199227695,0.5024760035860671
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,300,300,True,nan,nan,max_iter,,0.14387756021254156,0.01035037616635676,0.022491678578770546,0.01790653531160258,0.022491678578770546,0.4965721287643672,0.5024759602527089
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,400,400,True,nan,nan,max_iter,,0.14161487332264622,0.010027386173094567,0.021937387714633938,0.017159586661022685,0.021937387714633938,0.49657650661805597,0.5024764800430557
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,500,500,True,nan,nan,max_iter,,0.1400324383454068,0.009804541894480078,0.02158589499859198,0.016591895563714543,0.02158589499859198,0.4965803783393491,0.5024772545717422
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,600,600,True,nan,nan,max_iter,,0.13883847519598344,0.009638061097372854,0.021349210082020842,0.01613941037110944,0.021349210082020842,0.49658388229042283,0.5024781542293694
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,700,700,True,nan,nan,max_iter,,0.13789158602563642,0.009507044748332744,0.021182344485732973,0.01576700989650681,0.021182344485732973,0.4965871066209838,0.5024791163677232
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,800,800,True,nan,nan,max_iter,,0.13711376440623357,0.009400092194824062,0.02105525619806814,0.01545200523120871,0.02105525619806814,0.4965901104200575,0.502480107827678
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,900,900,True,nan,nan,max_iter,,0.13645791498935717,0.009310381281621313,0.0209525315409973,0.015181831891275754,0.0209525315409973,0.4965929352006316,0.502481109895657
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1000,1000,True,nan,nan,max_iter,,0.13589363799419746,0.009233540423648993,0.020867837504944253,0.014946458807926,0.020867837504944253,0.4965956112937157,0.5024821115186987
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1100,1100,True,nan,nan,max_iter,,0.13540027200616211,0.009166616829671344,0.02079804833658283,0.014741800565585328,0.02079804833658283,0.4965981615791357,0.5024831059617332
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1200,1200,True,nan,nan,max_iter,,0.13496319015269284,0.009107531348095964,0.02073722073125961,0.014563450829865654,0.02073722073125961,0.4966006037709094,0.5024840890420873
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1300,1300,True,nan,nan,max_iter,,0.13457169232599414,0.009054770187741016,0.02068392106352135,0.01440719851088823,0.02068392106352135,0.49660295188091536,0.5024850581438935
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1400,1400,True,nan,nan,max_iter,,0.1342177383442994,0.009007200643129409,0.020636553007797542,0.014267670882666617,0.020636553007797542,0.49660521719350587,0.5024860116427944
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1500,1500,True,nan,nan,max_iter,,0.133895150973856,0.008963955727155843,0.020593561402736826,0.014141941823295201,0.020593561402736826,0.4966074089365281,0.502486948557724
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1600,1600,True,nan,nan,max_iter,,0.13359909479415813,0.008924359064909225,0.020553036614900932,0.014029976915516384,0.020553036614900932,0.4966095347566821,0.5024878683336879
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1700,1700,True,nan,nan,max_iter,,0.13332572401512804,0.008887874342079046,0.020514599012055434,0.013927772713264286,0.020514599012055434,0.496611601064559,0.5024887707028123
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1800,1800,True,nan,nan,max_iter,,0.1330719376408023,0.008854070293738789,0.02047799017659413,0.013833905347134245,0.02047799017659413,0.49661361329034864,0.50248965559351
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,1900,1900,True,nan,nan,max_iter,,0.1328352050494769,0.008822595850268287,0.020442497207920685,0.013746890217932184,0.020442497207920685,0.4966155760767745,0.5024905230699979
cvar,500,50,15328123,0.5,0.5,0.003,0.01,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,2000,2000,True,nan,nan,max_iter,,0.13261343907256573,0.008793162111326552,0.02040785684698987,0.01366718049817861,0.02040785684698987,0.4966174934269443,0.502491373291341
cvar,500,50,15328123,0.5,0.5,0.003,0.01,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,0,0,True,nan,nan,stagnation,,0.2637829641802667,0.03479072609586393,0.05475692245987551,0.048640971888526896,0.05475692245987551,0.4965628538077232,0.5025077703221679
cvar,500,50,15328123,0.5,0.5,0.003,0.01,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,100,100,True,nan,nan,stagnation,,1.4669690180801997,1.0759990500035927,0.04485665174697773,0.039015171612596045,0.04485665174697773,0.4964541683901164,0.5023806611916507
cvar,500,50,15328123,0.5,0.5,0.003,0.01,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,200,200,True,nan,nan,stagnation,,1.6140570996471413,1.3025901604606709,0.2582631575328126,0.03173670832251385,0.2582631575328126,0.49643041006308797,0.5023432666198999
cvar,500,50,15328123,0.5,0.5,0.003,0.01,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,300,300,True,nan,nan,stagnation,,1.3084340747695276,0.8559998640089949,0.22214597020765292,0.22214597020765292,0.03270764331521159,0.496403140935462,0.5023240068767795
cvar,500,50,15328123,0.5,0.5,0.003,0.01,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,400,400,True,nan,nan,stagnation,,1.2209836313610436,0.7454005140258004,0.1895371346245618,0.1895371346245618,0.0202599941739805,0.49636894271826626,0.5023117887285549
cvar,500,50,15328123,0.5,0.5,0.003,0.01,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,500,500,True,nan,nan,stagnation,,1.2129584536346127,0.7356341051218355,0.1609954343960429,0.1609954343960429,0.01605048499501982,0.49634395355045147,0.5023006267755759
cvar,500,50,15328123,0.5,0.5,0.003,0.01,500.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,600,600,True,nan,nan,stagnation,,1.1946234135279408,0.7135625500745747,0.12638924092149595,0.12638924092149595,0.0178706451113273,0.4963224078470614,0.5022923060992655
cvar,500,50,15328123,0.5,0.5,0.001,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,0,0,True,nan,nan,max_iter,,0.2645266017064059,0.034987161505169756,0.05475692245987551,0.048640971888526896,0.05475692245987551,0.4965628538077232,0.5025077703221679
cvar,500,50,15328123,0.5,0.5,0.001,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,100,100,True,nan,nan,max_iter,,0.16969712563044137,0.0143985572236169,0.031128581883576034,0.02248396283294163,0.031128581883576034,0.49647724862326886,0.5024390593756849
cvar,500,50,15328123,0.5,0.5,0.001,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,200,200,True,nan,nan,max_iter,,0.1592675630423264,0.012683078318720706,0.026183177780153888,0.019569688393795026,0.026183177780153888,0.4964727683476435,0.5024325451635707
cvar,500,50,15328123,0.5,0.5,0.001,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,300,300,True,nan,nan,max_iter,,0.15464793980351163,0.011957992642735279,0.024837445303050876,0.018342438040377163,0.024837445303050876,0.49647343839004887,0.5024304387394188
cvar,500,50,15328123,0.5,0.5,0.001,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,400,400,True,nan,nan,max_iter,,0.15200017239223332,0.011552026203634325,0.024309454347882786,0.01761831019755511,0.024309454347882786,0.496475987478312,0.5024298486641814
cvar,500,50,15328123,0.5,0.5,0.001,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,500,500,True,nan,nan,max_iter,,0.1502429715502971,0.01128647525013169,0.024041147011055586,0.017151606031836075,0.024041147011055586,0.49647909129016904,0.5024298431914818
cvar,500,50,15328123,0.5,0.5,0.001,0.002,100.0,1e-05,0.5,2000,23,0.01,100,100,full_batch,0,600,600,True,nan,nan,max_iter,,0.14894811070065297,0.011092769840646987,0.023875247327906246,0.016811839523107885,0.023875247327906246,0.4964822620655151,0.5024300837775709
