risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,start_index,start_iteration,selected_stage,stage_improvement,stage_relative_improvement,stage_termination_reason,continuation_stop_reason,residual_norm,objective,eta,regret1,regret2,theta1,theta2
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2000,2000,1,0,True,nan,nan,stagnation,,0.44865001645558006,0.10064341863279613,0.07363468427028752,0.06527648731782831,0.07363468427028752,0.498716300582975,0.49558034447961435
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2100,2100,1,100,True,nan,nan,stagnation,,0.9913732136184484,0.4914104243400849,0.0972922433265927,0.0972922433265927,0.0887733110951312,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2200,2200,1,200,True,nan,nan,stagnation,,0.7950006580270357,0.31601302313170987,0.02788181370709264,0.01543965795669,0.02788181370709264,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2300,2300,1,300,True,nan,nan,stagnation,,0.7618312139438821,0.2901933992696045,0.024796102436882794,0.017114731670409666,0.024796102436882794,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2400,2400,1,400,True,nan,nan,stagnation,,0.7397602351956335,0.2736226027883495,0.020508606400096552,0.01501959483046078,0.020508606400096552,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2500,2500,1,500,True,nan,nan,stagnation,,0.7261821789086594,0.26367027848226415,0.01649211587424171,0.013233742934302128,0.01649211587424171,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2600,2600,1,600,True,nan,nan,stagnation,,0.718902272183034,0.2584102384749646,0.01372832892863829,0.011861427299554417,0.01372832892863829,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2700,2700,1,700,True,nan,nan,stagnation,,0.7155515040819695,0.2560069774969844,0.01374375948180595,0.011724282235250794,0.01374375948180595,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2800,2800,1,800,True,nan,nan,stagnation,,0.7133939223325776,0.25446544421052986,0.013583643076362839,0.01143411003206185,0.013583643076362839,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2900,2900,1,900,True,nan,nan,stagnation,,0.7119286626280142,0.25342121033565645,0.01330302001882444,0.011290953612274834,0.01330302001882444,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3000,3000,1,1000,True,nan,nan,stagnation,,0.7109705009010551,0.25273952657574855,0.013031580223149097,0.01152246099370946,0.013031580223149097,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3100,3100,1,1100,True,nan,nan,stagnation,,0.7103417167384043,0.2522926772694317,0.012909661775349357,0.011753674501873257,0.012909661775349357,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3200,3200,1,1200,True,nan,nan,stagnation,,0.7098935032572782,0.2519743929834456,0.01290597507774871,0.011789325589949273,0.01290597507774871,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3300,3300,1,1300,True,nan,nan,stagnation,,0.7095564386561197,0.2517351698191779,0.012953332818570917,0.011735315172653138,0.012953332818570917,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3400,3400,1,1400,True,nan,nan,stagnation,,0.7092956560922778,0.25155016387568746,0.013017504272000768,0.011656506228849062,0.013017504272000768,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3500,3500,1,1500,True,nan,nan,stagnation,,0.7090896638740551,0.25140407570651024,0.013084799138459613,0.01157196554809814,0.013084799138459613,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3600,3600,1,1600,True,nan,nan,stagnation,,0.7089240611746533,0.2512866622561818,0.013151286056305111,0.01148499266961056,0.013151286056305111,-1880.9686594831508,-2089.526094158189
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3600,3600,2,0,True,nan,nan,stagnation,,0.3721837221963764,0.06926036153397475,0.07015732590806034,0.07015732590806034,0.04393154900007312,0.5197186326644021,0.501982400258687
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3700,3700,2,100,True,nan,nan,stagnation,,0.9728322363235794,0.4732012800151683,0.10345788713638948,0.10345788713638948,0.06292824435075706,-1943.4706926264653,-1084.2683146562779
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3800,3800,2,200,True,nan,nan,stagnation,,0.8017794524266345,0.32142514516677695,0.045263429619746165,0.04195284267448074,0.045263429619746165,-1943.4706926264653,-1084.2683146562779
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3900,3900,2,300,True,nan,nan,stagnation,,0.7603504563132051,0.28906640820784957,0.050720056828974514,0.046321336042935424,0.050720056828974514,-1943.4706926264653,-1084.2683146562779
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4000,4000,2,400,True,nan,nan,stagnation,,0.7410877674380809,0.27460553952317956,0.053864871427451555,0.05016905627287516,0.053864871427451555,-1943.4706926264653,-1084.2683146562779
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4100,4100,2,500,True,nan,nan,stagnation,,0.7307754105105119,0.2670163503034036,0.05296691044554691,0.05281574998441663,0.05296691044554691,-1943.4706926264653,-1084.2683146562779
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4200,4200,2,600,True,nan,nan,stagnation,,0.7247232081996832,0.26261186425162064,0.052216282099507016,0.052216282099507016,0.050267845513965015,-1943.4706926264653,-1084.2683146562779
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4300,4300,2,700,True,nan,nan,stagnation,,0.7208849133192403,0.25983752912564434,0.05067106591955284,0.05067106591955284,0.047654994779195214,-1943.4706926264653,-1084.2683146562779
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4300,4300,3,0,True,nan,nan,stagnation,,0.48369238106910895,0.11697915975215205,0.10299219710637053,0.09961367530925935,0.10299219710637053,0.5045404233045441,0.4931208476879705
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4400,4400,3,100,True,nan,nan,stagnation,,1.386884962523106,0.9617249496363585,0.03431086264630223,0.03431086264630223,0.02682914191048691,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4500,4500,3,200,True,nan,nan,stagnation,,1.0187415717463153,0.5189171950020764,0.04297222593744576,0.02210756470659403,0.04297222593744576,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4600,4600,3,300,True,nan,nan,stagnation,,0.897289358127224,0.4025640961041828,0.04259873818442639,0.024175063406962516,0.04259873818442639,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4700,4700,3,400,True,nan,nan,stagnation,,0.8266262212051084,0.34165545479191844,0.03670022013481988,0.01957273436732021,0.03670022013481988,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4800,4800,3,500,True,nan,nan,stagnation,,0.7838200788045091,0.30718695796855344,0.030615833492163125,0.01598274427728852,0.030615833492163125,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4900,4900,3,600,True,nan,nan,stagnation,,0.755362756194883,0.28528644672316517,0.02329389411476912,0.014863075095037148,0.02329389411476912,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5000,5000,3,700,True,nan,nan,stagnation,,0.7408778862014851,0.2744500211311903,0.018442283442088647,0.017043299507107812,0.018442283442088647,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5100,5100,3,800,True,nan,nan,stagnation,,0.7322592043351651,0.2681017711667846,0.018289477348056193,0.01626495777765613,0.018289477348056193,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5200,5200,3,900,True,nan,nan,stagnation,,0.7263476998887614,0.26379049056684706,0.01806030471117237,0.015381155924235834,0.01806030471117237,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5300,5300,3,1000,True,nan,nan,stagnation,,0.7221715477035129,0.2607658721562436,0.017770661485448702,0.01479599328708514,0.017770661485448702,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5400,5400,3,1100,True,nan,nan,stagnation,,0.7191716476930491,0.25860392942276755,0.017469865066079837,0.014399509164199853,0.017469865066079837,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5500,5500,3,1200,True,nan,nan,stagnation,,0.7169851351462625,0.2570338420103522,0.017180371461842814,0.014118602211597109,0.017180371461842814,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5600,5600,3,1300,True,nan,nan,stagnation,,0.7153675863205096,0.25587539177901586,0.016908911078594713,0.01390578148142474,0.016908911078594713,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5700,5700,3,1400,True,nan,nan,stagnation,,0.7141528358631252,0.2550071364856719,0.016660540587944195,0.013732313428302945,0.016660540587944195,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5800,5800,3,1500,True,nan,nan,stagnation,,0.7132270395445689,0.25434640496875505,0.016431539763273495,0.01358239940656547,0.016431539763273495,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5900,5900,3,1600,True,nan,nan,stagnation,,0.7125113525280812,0.25383621374069776,0.01622125932073981,0.013449470902772487,0.01622125932073981,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,6000,6000,3,1700,True,nan,nan,stagnation,,0.7119504756114067,0.2534367398616541,0.016028525648420278,0.013331703086472801,0.016028525648420278,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,6100,6100,3,1800,True,nan,nan,stagnation,,0.7115051112678953,0.25311976168017003,0.015849746236509477,0.013228033287764673,0.015849746236509477,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,6200,6200,3,1900,True,nan,nan,stagnation,,0.7111469707787136,0.25286500702387027,0.015683607176438907,0.013135131809920875,0.015683607176438907,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,6300,6300,3,2000,True,nan,nan,stagnation,,0.7108554372100179,0.25265772630552286,0.015529562854739387,0.013050592850824438,0.015529562854739387,-2862.2948305446275,-1811.7712273889488
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,6300,6300,4,0,True,nan,nan,stagnation,,0.4132502479989292,0.08538788373558824,0.08569759122582221,0.08569759122582221,0.06961256780432179,0.5110970221663496,0.49090257979719576
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,6400,6400,4,100,True,nan,nan,stagnation,,0.9650761695802184,0.4656860065458132,0.03675352986488312,0.03675352986488312,0.03076621557125392,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,6500,6500,4,200,True,nan,nan,stagnation,,0.7550948189022832,0.28508409276653596,0.03153917967481967,0.008461877570968501,0.03153917967481967,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,6600,6600,4,300,True,nan,nan,stagnation,,0.727415369805548,0.26456656011467106,0.024662958746184738,0.011428629297561277,0.024662958746184738,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,6700,6700,4,400,True,nan,nan,stagnation,,0.7184594773385438,0.25809201028878676,0.02764145801491935,0.01638627981079621,0.02764145801491935,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,6800,6800,4,500,True,nan,nan,stagnation,,0.7151202800032279,0.2556985074359476,0.026091823603213715,0.016265253400597812,0.026091823603213715,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,6900,6900,4,600,True,nan,nan,stagnation,,0.7131528704115104,0.2542935082880883,0.024899895434023156,0.016115876429672826,0.024899895434023156,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,7000,7000,4,700,True,nan,nan,stagnation,,0.7119261623788056,0.2534194303397067,0.02394511689577139,0.015965420592529256,0.02394511689577139,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,7100,7100,4,800,True,nan,nan,stagnation,,0.7111264810759164,0.2528504360437078,0.02315761328380428,0.015822801232039385,0.02315761328380428,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,7200,7200,4,900,True,nan,nan,stagnation,,0.7105844847651307,0.25246515499446315,0.0224962785433358,0.01568783835464682,0.0224962785433358,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,7300,7300,4,1000,True,nan,nan,stagnation,,0.7102037147001979,0.25219465818698006,0.021931858994679754,0.015564994593208592,0.021931858994679754,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,7400,7400,4,1100,True,nan,nan,stagnation,,0.7099272556583216,0.251998354163278,0.021442861315673856,0.015455891875404415,0.021442861315673856,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,7500,7500,4,1200,True,nan,nan,stagnation,,0.7097205270763687,0.2518516132767793,0.02101312283138379,0.015359739613602041,0.02101312283138379,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,7600,7600,4,1300,True,nan,nan,stagnation,,0.7095618727071543,0.25173902559984196,0.020632107571744607,0.015275405089151928,0.020632107571744607,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,7700,7700,4,1400,True,nan,nan,stagnation,,0.7094372978702761,0.25165063980473945,0.020292013818955734,0.01519917966631823,0.020292013818955734,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,7800,7800,4,1500,True,nan,nan,stagnation,,0.7093374824948179,0.251579832036043,0.019986853752688383,0.015130002811197585,0.019986853752688383,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,7900,7900,4,1600,True,nan,nan,stagnation,,0.7092560485559454,0.25152207120659675,0.01971066607095351,0.015067378058185033,0.01971066607095351,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,8000,8000,4,1700,True,nan,nan,stagnation,,0.7091885257848068,0.2514741825524138,0.019459440417598284,0.015009854750755003,0.019459440417598284,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,8100,8100,4,1800,True,nan,nan,stagnation,,0.7091317147401428,0.25143389442514763,0.019230188235758172,0.014956277845644128,0.019230188235758172,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,8200,8200,4,1900,True,nan,nan,stagnation,,0.7090832827612897,0.2513995509457636,0.01901936793220549,0.014905927450968859,0.01901936793220549,-2179.1367517194426,-1665.032717859568
cvar,1000,50,20228123,0.5,0.5,0.01,0.002,500.0,0.5,2000,32,0.01,100,100,full_batch,0,8300,8300,4,2000,True,nan,nan,stagnation,,0.709041500722625,0.2513699248734961,0.018825715890144368,0.01485849313764176,0.018825715890144368,-2179.1367517194426,-1665.032717859568
