risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,selected_stage,stage_improvement,stage_relative_improvement,stage_termination_reason,continuation_stop_reason,residual_norm,objective,eta,regret1,regret2,theta1,theta2
msd,250,20,2502123,0.5,nan,0.1,0.02,15.0,0.5,500,16,0.001,100,100,full_batch,0,0,0,False,nan,nan,max_iter,,0.02324008298299446,0.0002700507285282343,0.002403485101653058,0.002403485101653058,0.002354947685148212,nan,nan
msd,250,20,2502123,0.5,nan,0.1,0.02,15.0,0.5,500,16,0.001,100,100,full_batch,0,100,100,False,nan,nan,max_iter,,0.0013199179550878364,8.710917040816278e-07,0.002282514254645207,0.002282514254645207,0.002214696998233845,nan,nan
msd,250,20,2502123,0.5,nan,0.1,0.02,15.0,0.5,500,16,0.001,100,100,full_batch,0,200,200,False,nan,nan,max_iter,,0.0003810166500657376,7.258684381365837e-08,0.002277945028198558,0.002277945028198558,0.002209142981722756,nan,nan
msd,250,20,2502123,0.5,nan,0.1,0.02,15.0,0.5,500,16,0.001,100,100,full_batch,0,300,300,False,nan,nan,max_iter,,0.00014775686097694103,1.091604498287954e-08,0.0022768662340338364,0.0022768662340338364,0.0022078110829478192,nan,nan
msd,250,20,2502123,0.5,nan,0.1,0.02,15.0,0.5,500,16,0.001,100,100,full_batch,0,400,400,False,nan,nan,max_iter,,6.673867057674497e-05,2.2270250751756423e-09,0.0022765049031523987,0.0022765049031523987,0.002207361372582539,nan,nan
msd,250,20,2502123,0.5,nan,0.1,0.02,15.0,0.5,500,16,0.001,100,100,full_batch,0,500,500,False,nan,nan,max_iter,,3.322334112307234e-05,5.518951976900147e-10,0.00227636008933213,0.00227636008933213,0.002207179462180686,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,0,500,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.016129922129424032,0.00013008719395064155,0.002276360089332352,0.002276360089332352,0.0022071794621810192,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,100,600,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.012985939133252699,8.431730758627194e-05,0.0022202757889376312,0.0022202757889376312,0.002141839169358839,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,200,700,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.011803782539945963,6.966464112516659e-05,0.0021995276908359784,0.0021995276908359784,0.0021197249981035893,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,300,800,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.010973482156080515,6.020865531490873e-05,0.002185071051277465,0.002185071051277465,0.0021044492933354197,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,400,900,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.010321239988494288,5.326399745004678e-05,0.002173819087931683,0.002173819087931683,0.002092439650143496,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,500,1000,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.009780382086307776,4.782793687708502e-05,0.0021645864658824676,0.0021645864658824676,0.002082843282212421,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,600,1100,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.009317051464452357,4.34037239956269e-05,0.0021566614831009523,0.0021566614831009523,0.0020751773529281148,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,700,1200,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.008911333263974417,3.970593027080847e-05,0.002149800498122134,0.002149800498122134,0.0020685837789890527,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,800,1300,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.008550378132112955,3.6554483101057716e-05,0.002143723857811919,0.002143723857811919,0.0020628552746639883,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,900,1400,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.008225346717553974,3.382816431198797e-05,0.002138305625929704,0.002138305625929704,0.002057903825289198,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,1000,1500,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.007929864296629768,3.1441373881481757e-05,0.002133443641662014,0.002133443641662014,0.0020534997855236603,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,1100,1600,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.007659163654866123,2.9331393946011094e-05,0.002129046052125938,0.002129046052125938,0.002049352798539239,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,1200,1700,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.007409575518033187,2.745090467871839e-05,0.0021249967569215156,0.0021249967569215156,0.0020455302388649454,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,1300,1800,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.0071782086898983825,2.5763339997866328e-05,0.0021212642005010163,0.0021212642005010163,0.002041992153445027,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,1400,1900,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.006962740288205438,2.4239876160499573e-05,0.0021178012170235405,0.0021178012170235405,0.002038702083441868,nan,nan
msd,250,20,2502123,0.5,nan,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,1500,2000,False,0.00016179016912692967,0.07107406683377493,max_iter,,0.006761273132055964,2.2857407183130934e-05,0.0021145699202052004,0.0021145699202052004,0.0020357293728543446,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,0,2000,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.01741419836352116,0.00015162715232203152,0.0021145699202049784,0.0021145699202049784,0.0020357293728542336,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,100,2100,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.017028087004933815,0.00014497787352379794,0.002095036495554481,0.002095036495554481,0.0020178526277462305,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,200,2200,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.016860295047475868,0.00014213477454396963,0.0020865152399480724,0.0020865152399480724,0.0020099542172701823,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,300,2300,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.016733055878453616,0.00013999757951572555,0.0020800466657839856,0.0020800466657839856,0.00200391939463046,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,400,2400,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.01662682474171282,0.0001382256504958168,0.002074621805939314,0.002074621805939314,0.001998836934813175,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,500,2500,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.01653401783608945,0.000136686872902062,0.002069853508562036,0.002069853508562036,0.001994382834587416,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,600,2600,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.01645074319777696,0.00013531347587960243,0.0020655730004328077,0.0020655730004328077,0.001990399511168861,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,700,2700,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.016374688199221527,0.00013406520681086235,0.002061662045662882,0.002061662045662882,0.0019867690924513237,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,800,2800,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.01630434590494162,0.00013291584769399328,0.0020580508439687617,0.0020580508439687617,0.0019834087196411443,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,900,2900,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.016238669610749806,0.0001318471953635446,0.002054705159509229,0.002054705159509229,0.0019802689212766733,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,1000,3000,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.016176897278564552,0.0001308460027806146,0.0020515574329940667,0.0020515574329940667,0.0019773136798352797,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,1100,3100,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.016118453701539137,0.00012990227486433034,0.0020485787530843957,0.0020485787530843957,0.0019745158079435,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,1200,3200,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.016062892069047947,0.0001290082508109417,0.0020457938707972856,0.0020457938707972856,0.001971884841740823,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,1300,3300,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.016009857117646926,0.00012815776246373497,0.002043155032920463,0.002043155032920463,0.0019693938521402887,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,1400,3400,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.01595906085563657,0.00012734581169695572,0.002040642947219895,0.002040642947219895,0.0019670667560047206,nan,nan
msd,250,20,2502123,0.5,nan,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,1500,3500,False,7.634038985454561e-05,0.03610208824267085,max_iter,,0.015910265984398087,0.00012656828184714743,0.002038229530350655,0.002038229530350655,0.001964842594147642,nan,nan
msd,250,20,2502123,0.5,nan,0.003,0.002,6.0,0.5,1000,16,0.001,100,100,full_batch,3,0,3500,False,2.04828683636471e-05,0.010049343343643564,stagnation,,0.020698002056284793,0.00021420364456098477,0.002038229530350877,0.002038229530350877,0.001964842594147753,nan,nan
msd,250,20,2502123,0.5,nan,0.003,0.002,6.0,0.5,1000,16,0.001,100,100,full_batch,3,100,3600,False,2.04828683636471e-05,0.010049343343643564,stagnation,,0.020631309666268298,0.00021282546927272786,0.0020308373446424888,0.0020308373446424888,0.0019579591983249767,nan,nan
msd,250,20,2502123,0.5,nan,0.003,0.002,6.0,0.5,1000,16,0.001,100,100,full_batch,3,200,3700,False,2.04828683636471e-05,0.010049343343643564,stagnation,,0.020601763067994553,0.00021221632075489217,0.002027547132094465,0.002027547132094465,0.0019549400993775223,nan,nan
msd,250,20,2502123,0.5,nan,0.003,0.002,6.0,0.5,1000,16,0.001,100,100,full_batch,3,300,3800,False,2.04828683636471e-05,0.010049343343643564,stagnation,,0.020579124121942394,0.00021175017481315567,0.002025014496963906,0.002025014496963906,0.0019526269468399526,nan,nan
