risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,selected_stage,stage_improvement,stage_relative_improvement,stage_termination_reason,continuation_stop_reason,residual_norm,objective,eta,regret1,regret2,theta1,theta2
cvar,250,20,3502125,0.5,0.5,0.1,0.02,15.0,0.5,500,16,0.001,100,100,full_batch,0,0,0,False,nan,nan,max_iter,,0.024554507320169467,0.00030146191486812797,0.002306303183700009,0.0017843827482205699,0.002306303183700009,0.500774147688819,0.5003224532045079
cvar,250,20,3502125,0.5,0.5,0.1,0.02,15.0,0.5,500,16,0.001,100,100,full_batch,0,100,100,False,nan,nan,max_iter,,0.7071068310933185,0.25000003528941744,0.0022035854400661026,0.001690326934931763,0.0022035854400661026,-0.009684505873823844,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.1,0.02,15.0,0.5,500,16,0.001,100,100,full_batch,0,200,200,False,nan,nan,max_iter,,0.7071067854047967,0.2500000029827526,0.002202498245162665,0.001690483124458908,0.002202498245162665,-0.00968447478353515,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.1,0.02,15.0,0.5,500,16,0.001,100,100,full_batch,0,300,300,False,nan,nan,max_iter,,0.7071067818179647,0.25000000044647935,0.002202239830503938,0.0016905279635610615,0.002202239830503938,-0.009684450909352157,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.1,0.02,15.0,0.5,500,16,0.001,100,100,full_batch,0,400,400,False,nan,nan,max_iter,,0.7071067813096651,0.25000000008705725,0.002202153629165815,0.0016905451392235649,0.002202153629165815,-0.00968443077646555,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.1,0.02,15.0,0.5,500,16,0.001,100,100,full_batch,0,500,500,False,nan,nan,max_iter,,0.7071067812116119,0.25000000001772316,0.0022021193109942883,0.0016905527869719439,0.0022021193109942883,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,0,500,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.7071539746134855,0.25003337190582503,0.002202119310994066,0.0016905527869717218,0.002202119310994066,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,100,600,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.7071378462164534,0.2500219667758222,0.002153256008540494,0.0016513698114882236,0.002153256008540494,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,200,700,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.707132588460385,0.2500182488313421,0.002134959772659706,0.001636583598708219,0.002134959772659706,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,300,800,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.707129167271228,0.2500158296028502,0.0021221523559811772,0.0016261504342334199,0.0021221523559811772,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,400,900,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.7071266394378292,0.25001404210131883,0.00211214803531945,0.0016179265652753183,0.00211214803531945,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,500,1000,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.7071246511323834,0.2500126361195475,0.0021038581629991837,0.0016110882085224043,0.0021038581629991837,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,600,1100,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.7071230263688618,0.250011487210529,0.0020967618222099693,0.001605179175542204,0.0020967618222099693,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,700,1200,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.707121663661555,0.2500105236097427,0.0020905525393969393,0.0015999835227293868,0.0020905525393969393,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,800,1300,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.7071204987716501,0.2500096998915336,0.002084989790355929,0.0015953705064710721,0.002084989790355929,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,900,1400,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.7071194883221753,0.2500089853825075,0.0020799347422157943,0.0015912138420329236,0.0020799347422157943,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,1000,1500,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.7071186015930763,0.2500083583594739,0.002075345933137296,0.0015874141100509775,0.002075345933137296,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,1100,1600,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.707117816014831,0.2500078028627922,0.002071143362499639,0.0015839284290371514,0.002071143362499639,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,1200,1700,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.7071171145151264,0.2500073068200992,0.0020672613279866248,0.0015807166797472405,0.0020672613279866248,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,1300,1800,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.7071164838692022,0.25000686087977186,0.002063666144213494,0.00157774194754573,0.002063666144213494,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,1400,1900,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.7071159136282307,0.25000645765314367,0.0020603212069501,0.0015749726299667532,0.0020603212069501,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.03,0.01,12.0,0.5,1500,16,0.001,100,100,full_batch,1,1500,2000,False,0.0001449226927266456,0.06581055440688677,max_iter,,0.7071153953975758,0.25000609120413503,0.0020571966182676427,0.0015723842139513944,0.0020571966182676427,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,0,2000,False,6.38697498017704e-05,0.0310469836643786,max_iter,,0.7071625800375136,0.2500394573026564,0.002057196618267587,0.0015723842139513944,0.002057196618267587,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,100,2100,False,6.38697498017704e-05,0.0310469836643786,max_iter,,0.707160514881365,0.25003799690363865,0.0020410393109365765,0.0015597732909293782,0.0020410393109365765,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,200,2200,False,6.38697498017704e-05,0.0310469836643786,max_iter,,0.7071596225632875,0.2500373658919256,0.0020339623893552705,0.0015543245762144053,0.0020339623893552705,-0.009684413036140265,-7.895788826381077
cvar,250,20,3502125,0.5,0.5,0.01,0.005,9.0,0.5,1500,16,0.001,100,100,full_batch,2,300,2300,False,6.38697498017704e-05,0.0310469836643786,max_iter,,0.7071589480624462,0.25003688891239273,0.00202857935445655,0.0015501818761049502,0.00202857935445655,-0.009684413036140265,-7.895788826381077
