risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,selected_stage,stage_improvement,stage_relative_improvement,stage_termination_reason,continuation_stop_reason,residual_norm,objective,eta,regret1,regret2,theta1,theta2
cvar,250,20,3502123,0.5,0.5,0.1,0.02,25.0,0.5,500,16,0.001,100,100,full_batch,0,0,0,False,nan,nan,max_iter,,0.027069322486470197,0.0003663741099382605,0.0032134238789102154,0.001647539190732239,0.0032134238789102154,0.4989788236249419,0.49856093068264457
cvar,250,20,3502123,0.5,0.5,0.1,0.02,25.0,0.5,500,16,0.001,100,100,full_batch,0,100,100,False,nan,nan,max_iter,,0.7074327970228348,0.2502305811517757,0.0030876466369874622,0.001600767135830794,0.0030876466369874622,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.1,0.02,25.0,0.5,500,16,0.001,100,100,full_batch,0,200,200,False,nan,nan,max_iter,,0.7071118461368096,0.2500035814735035,0.0028763649835132354,0.0016155587694501872,0.0028763649835132354,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.1,0.02,25.0,0.5,500,16,0.001,100,100,full_batch,0,300,300,False,nan,nan,max_iter,,0.7071069953474404,0.25000015143464255,0.0028544879906811094,0.001616748500709253,0.0028544879906811094,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.1,0.02,25.0,0.5,500,16,0.001,100,100,full_batch,0,400,400,False,nan,nan,max_iter,,0.7071067964568505,0.2500000107977349,0.0028505907918714435,0.0016168791159528184,0.0028505907918714435,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.1,0.02,25.0,0.5,500,16,0.001,100,100,full_batch,0,500,500,False,nan,nan,max_iter,,0.7071067827072186,0.2500000010752768,0.0028496783212957344,0.001616886307594878,0.0028496783212957344,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,0,500,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7075022724508307,0.25027973276154475,0.00284967832129579,0.0016168863075950446,0.00284967832129579,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,100,600,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7073134037758326,0.250146125580477,0.0025989965803380755,0.0016049018756144617,0.0025989965803380755,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,200,700,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7072621539546422,0.25010987720828,0.0025181593244505973,0.001600028902978834,0.0025181593244505973,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,300,800,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7072317331596647,0.2500883621940116,0.002464108876220894,0.001597866616041499,0.002464108876220894,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,400,900,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7072108214591503,0.25007357299446303,0.0024243502924278237,0.0015970416839410917,0.0024243502924278237,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,500,1000,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7071953538706393,0.2500626342681093,0.002394413910106752,0.0015965756411676635,0.002394413910106752,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,600,1100,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7071833842199733,0.2500541694584072,0.002369737664890015,0.0015963570721939102,0.002369737664890015,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,700,1200,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7071738287464616,0.2500474120319649,0.002349124264774294,0.0015960740592892986,0.002349124264774294,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,800,1300,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.707166023511788,0.2500418924047374,0.0023315186099019947,0.0015955194029501074,0.0023315186099019947,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,900,1400,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7071595338630974,0.25003730316673656,0.002316047363049689,0.001594935612785675,0.002316047363049689,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,1000,1500,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7071540609410613,0.25003343295271707,0.002302242471307725,0.0015943784586824328,0.002302242471307725,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,1100,1600,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7071493913240646,0.25003013082499753,0.002289896596167351,0.001593725263527468,0.002289896596167351,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,1200,1700,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7071453679334869,0.2500272856948933,0.0022787744150455924,0.0015927914960326972,0.0022787744150455924,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,1300,1800,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7071418722733259,0.2500248137611124,0.002268861244060283,0.001591860759572239,0.002268861244060283,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,1400,1900,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7071388130975256,0.25002265049448863,0.0022600876449797025,0.0015911183305116205,0.0022600876449797025,-33.007967729590185,1.6119951331992985
cvar,250,20,3502123,0.5,0.5,0.03,0.01,20.0,0.5,1500,16,0.001,100,100,full_batch,1,1500,2000,False,0.0005976250280955719,0.20971666297543184,max_iter,,0.7071361189097368,0.2500207453333627,0.0022520532932001625,0.0015904547427540439,0.0022520532932001625,-33.007967729590185,1.6119951331992985
