risk,K,n,seed,gamma,alpha,epsilon,epsilon_scr,support_kappa,support_tau,kappa,tau,max_candidates,n_screen_starts,n_support_starts,screen_maxiter,support_maxiter,stochastic_max_iter,stochastic_minibatch_size,stochastic_entropy_kappa,stochastic_smoothing_tau,stochastic_step_size,stochastic_step_decay,stochastic_logit_bound,stochastic_gradient_clip_norm,stochastic_record_every,stochastic_certify_every,stochastic_regret_tolerance,methods,action_dual_success,action_dual_time_s,action_dual_eta,action_dual_regret1,action_dual_regret2,action_dual_has_profile,action_dual_error,action_dual_solver,action_dual_candidate_index,action_dual_support_eta,action_dual_screen_eta,action_dual_best_screen_eta,action_dual_best_screen_success,action_dual_best_screen_violation,action_dual_best_screen_candidate_index,action_dual_best_screen_message,action_dual_support_violation,action_dual_residual_norm,action_dual_objective,action_dual_iterations,action_dual_best_certificate_eta,action_dual_best_certificate_iteration,eta_diff_action_dual_minus_mcp,time_ratio_action_dual_over_mcp,x_l1_action_dual_minus_mcp,y_l1_action_dual_minus_mcp
cvar,500,10,6001142,0.5,0.5,0.01,0.006666666666666667,4,23,4,23,1000,3,20,1000,1000,1000,23,0.1,0.02,1.0,0.5,20.0,,0,100,0.001,action_dual,True,4260.718729333021,0.008530392475660509,0.00853039247555537,0.008530392475660509,True,,,1,0.008530392475660509,nan,nan,,nan,,,1.5393242236427795e-13,nan,nan,,nan,,nan,nan,nan,nan
