K,n,seed,gamma,eps,kappa,tau,small_time_s,small_success,small_eta,mcp_time_s,mcp_success,mcp_eta
5,50,55136,0.5,0.01,8,5,1397.041992665967,True,0.00671920460499742,0.6317342908587307,True,8.826273045769994e-14
5,50,55137,0.5,0.01,8,5,34.343042167136446,True,0.006787227220200309,1.0921575829852372,True,1.432187701766452e-14
5,50,55138,0.5,0.01,8,5,1515.9202877918724,False,0.015193980862926448,0.5697532498743385,True,2.55351295663786e-15
5,50,55139,0.5,0.01,8,5,458.2810799588915,True,0.009383206717242465,1.8089423750061542,False,
5,50,55140,0.5,0.01,8,5,739.3428001659922,True,0.0071349062250225526,1.5745461250189692,False,
5,50,55141,0.5,0.01,8,5,8.468201915966347,True,0.008249500516081754,1.9896642088424414,False,
5,50,55142,0.5,0.01,8,5,534.6879056659527,True,0.008056193376449139,1.9766060409601778,False,
10,5,100623,0.5,0.01,3,5,23.79339133296162,True,0.0007492135832614655,0.09707037499174476,True,4.440892098500626e-16
10,5,100624,0.5,0.01,3,5,10.59616170800291,True,0.0022325422719271515,0.08999383402988315,True,7.216449660063518e-16
10,5,100625,0.5,0.01,3,5,2.9687012911308557,True,0.008514541176034673,0.09099458390846848,True,5.551115123125783e-16
10,5,100626,0.5,0.01,3,5,0.4275843750219792,True,0.0010613497390093984,0.14578841696493328,True,5.551115123125783e-16
10,5,100627,0.5,0.01,3,5,88.50530716590583,True,0.0030641678227228963,0.11152141611091793,True,1.4432899320127035e-15
10,5,100628,0.5,0.01,3,5,33.69443087489344,True,0.005280751122360705,0.09363258397206664,True,2.6645352591003757e-15
10,5,100629,0.5,0.01,3,5,3.6401409588288516,True,7.771561172376096e-16,0.09107479196973145,True,4.440892098500626e-16
10,5,100630,0.5,0.01,3,5,24.274694040883332,True,0.0031165994141078013,0.11029429105110466,True,3.885780586188048e-16
10,5,100631,0.5,0.01,3,5,115.18754933401942,True,0.0052538697128607925,0.08795208390802145,True,4.1967651576158005e-11
10,5,100632,0.5,0.01,3,5,3.0285621671937406,True,0.009526818048609331,0.09466420812532306,True,5.551115123125783e-16
10,5,100633,0.5,0.01,3,5,16.408036000095308,True,3.741204198937087e-05,0.09160433290526271,True,5.551115123125783e-16
10,5,100634,0.5,0.01,3,5,4.318775207968429,True,0.0018139032570159141,0.091830083867535,True,3.3306690738754696e-16
10,5,100635,0.5,0.01,3,5,7.745168916881084,True,9.992007221626409e-16,0.1273972501512617,True,-2.4196422643285587e-11
10,5,100636,0.5,0.01,3,5,5.864284083945677,True,0.009087204735629628,0.12160404212772846,True,7.216449660063518e-16
10,5,100637,0.5,0.01,3,5,10.327692999970168,True,0.0007834738867248392,0.09422287507914007,True,1.8174350913113813e-13
10,5,100638,0.5,0.01,3,5,86.84724595909938,True,0.008170757324618694,0.09013691707514226,True,-1.3502532425491154e-12
10,5,100639,0.5,0.01,3,5,53.76941420789808,True,0.003954793761323239,0.0972355839330703,True,1.2212453270876722e-15
10,5,100640,0.5,0.01,3,5,0.14174770819954574,True,5.551115123125783e-16,0.05310437502339482,True,8.881784197001252e-16
10,5,100641,0.5,0.01,3,5,16.89890829101205,True,0.00639789582735828,0.12873125006444752,True,9.992007221626409e-16
10,5,100642,0.5,0.01,3,5,1.7793060408439487,True,0.005136877118353533,0.10557862487621605,True,4.34187408249187e-10
10,10,101123,0.5,0.01,4,5,4.153984209056944,True,0.005430973097001912,0.15920491702854633,True,8.881784197001252e-16
10,10,101124,0.5,0.01,4,5,107.48877587495372,True,0.005719656354014946,0.15797245781868696,True,-7.570610804918942e-13
10,10,101125,0.5,0.01,4,5,388.50481424992904,True,0.009916600756206706,0.06931420811451972,True,2.4424906541753444e-15
10,10,101126,0.5,0.01,4,5,14.196622832911089,True,0.008217889950915325,0.19316108315251768,True,1.9984014443252818e-15
10,10,101127,0.5,0.01,4,5,23.36220358288847,True,0.007348967873757828,0.20817587501369417,True,7.771561172376096e-16
10,10,101128,0.5,0.01,4,5,18.527183917118236,True,3.8546943414985435e-13,0.16390083287842572,True,1.6653345369377348e-15
10,10,101129,0.5,0.01,4,5,257.8740364580881,True,0.002213296557167954,0.18172679212875664,True,2.0650148258027912e-14
10,10,101130,0.5,0.01,4,5,17.880371834151447,True,0.005918808982432577,0.18609595787711442,True,1.6653345369377348e-15
10,10,101131,0.5,0.01,4,5,100.77417874988168,True,0.00843187227368103,0.21170354215428233,True,8.881784197001252e-16
10,10,101132,0.5,0.01,4,5,13.01074400008656,True,0.009276991058392303,0.3637524170335382,True,1.1102230246251565e-15
10,10,101133,0.5,0.01,4,5,273.26681383303367,True,0.005545536267390405,0.11076645785942674,True,1.887379141862766e-15
10,10,101134,0.5,0.01,4,5,309.93927979120053,True,0.009855093476400345,0.08686791709624231,True,-2.2082335959794364e-12
10,10,101135,0.5,0.01,4,5,19.73367958399467,True,0.007919112521954152,0.184271042002365,True,-1.0587641874337805e-12
10,10,101136,0.5,0.01,4,5,2.8621615420561284,True,0.009220119720659614,0.15306533314287663,True,1.6653345369377348e-15
10,10,101137,0.5,0.01,4,5,82.69138487498276,True,0.009363347339224837,0.28846150008030236,False,
10,10,101138,0.5,0.01,4,5,41.5171266249381,True,0.005407770271310008,0.2533520828001201,True,3.166505946339271e-11
10,10,101139,0.5,0.01,4,5,1.3515254580415785,True,8.881784197001252e-16,0.15716283302754164,True,1.1102230246251565e-15
10,10,101140,0.5,0.01,4,5,0.2804730418138206,True,0.0038945586472174387,0.15861933305859566,True,9.992007221626409e-16
10,10,101141,0.5,0.01,4,5,2.5894054579548538,True,0.002583188005071513,0.16553308302536607,True,1.1102230246251565e-15
10,10,101142,0.5,0.01,4,5,29.22938320785761,True,1.6653345369377348e-15,0.16271233395673335,True,1.694466789103899e-11
10,20,102123,0.5,0.01,5,5,131.84675741707906,True,0.008543903192921087,0.41607087501324713,True,2.3314683517128287e-15
10,20,102124,0.5,0.01,5,5,16.752771999919787,True,1.6775469902086115e-13,0.4267254169099033,True,1.5543122344752192e-15
10,20,102125,0.5,0.01,5,5,160.38536695810035,True,0.007522428272061621,0.4582407921552658,True,2.55351295663786e-15
10,20,102126,0.5,0.01,5,5,44.53817483317107,True,0.003114813008550543,0.43810866703279316,True,7.216449660063518e-15
