risk,K,n,seed,gamma,alpha,epsilon,epsilon_scr,support_kappa,support_tau,kappa,tau,max_candidates,n_screen_starts,n_support_starts,screen_maxiter,support_maxiter,stochastic_max_iter,stochastic_minibatch_size,stochastic_entropy_kappa,stochastic_smoothing_tau,stochastic_step_size,stochastic_step_decay,stochastic_logit_bound,stochastic_gradient_clip_norm,stochastic_record_every,stochastic_certify_every,stochastic_regret_tolerance,methods,screened_dual_success,screened_dual_time_s,screened_dual_eta,screened_dual_regret1,screened_dual_regret2,screened_dual_has_profile,screened_dual_error,screened_dual_solver,screened_dual_candidate_index,screened_dual_support_eta,screened_dual_screen_eta,screened_dual_best_screen_eta,screened_dual_best_screen_success,screened_dual_best_screen_violation,screened_dual_best_screen_candidate_index,screened_dual_best_screen_message,screened_dual_support_violation,screened_dual_residual_norm,screened_dual_objective,screened_dual_iterations,screened_dual_best_certificate_eta,screened_dual_best_certificate_iteration,eta_diff_screened_dual_minus_mcp,time_ratio_screened_dual_over_mcp,x_l1_screened_dual_minus_mcp,y_l1_screened_dual_minus_mcp
msd,250,50,2505124,0.5,nan,0.01,0.01,8,16,8,16,1000,3,20,1000,1000,1000,16,0.1,0.02,1.0,0.5,20.0,,0,100,0.001,screened_dual,True,4310.995650916826,0.008466305459453427,0.00846630545945054,0.008466305459453427,True,,,477,0.008466305459453427,0.006652039501381534,0.006652039501381534,True,4.440892098500626e-15,477,Optimization terminated successfully,2.3166191187584673e-13,nan,nan,,nan,,nan,nan,nan,nan
