K,n,seed,gamma,eps,kappa,tau,small_time_s,small_success,small_eta,small_screen_eta,small_support_eta,small_has_profile,mcp_time_s,mcp_success,mcp_eta
5,50,55134,0.5,0.01,8,5,2026.503302665893,True,2.4617368861168387e-06,-0.12300508930560632,2.4617368861168387e-06,True,1.182835416868329,False,
5,50,55135,0.5,0.01,8,5,778.4369128332473,True,0.0013605015684655664,-0.12397825735909096,0.0013605015684655664,True,2.105125959031284,True,0.0
5,50,55136,0.5,0.01,8,5,2424.5311368340626,True,0.006582543322331547,-0.06523028480291009,0.006582543322331547,True,1.0280737080611289,True,2.220446049250313e-16
5,50,55137,0.5,0.01,8,5,307.2447506249882,True,0.0037821017044676886,0.0066566196893182526,0.0037821017044676886,True,1.1453329171054065,True,0.0
5,50,55138,0.5,0.01,8,5,3188.456473500002,True,0.004286180574865073,-0.05323132141744449,0.004286180574865073,True,0.731149791739881,True,9.547918011776346e-15
5,50,55139,0.5,0.01,8,5,2998.668844374828,True,0.0,-0.12590601909915347,0.0,True,1.3575182501226664,False,
5,50,55140,0.5,0.01,8,5,132.95313187502325,True,0.0017710056022908205,-0.061348636626532504,0.0017710056022908205,True,2.064763916656375,False,
5,50,55141,0.5,0.01,8,5,648.5073824590072,True,0.004733978876124034,-0.23859827232968583,0.004733978876124034,True,1.9314590422436595,False,
5,50,55142,0.5,0.01,8,5,3391.986605749931,True,0.009031543169521594,-0.07529940772752808,0.009031543169521594,True,0.9068189160898328,False,
10,5,100623,0.5,0.01,3,5,22.46711975010112,True,5.939027047929812e-12,-0.09312743527932683,5.939027047929812e-12,True,0.0902381669729948,True,0.0
10,5,100624,0.5,0.01,3,5,28.085168707650155,True,0.003753138953175583,-0.1507802231808529,0.003753138953175583,True,0.08788895793259144,True,0.0
10,5,100625,0.5,0.01,3,5,18.501315166708082,True,2.6819657605869907e-12,-0.12205369732831246,2.6819657605869907e-12,True,0.09029262466356158,True,0.0
10,5,100626,0.5,0.01,3,5,22.498100958298892,True,1.0542344774933099e-11,-0.015466882449409506,1.0542344774933099e-11,True,0.08883987506851554,True,0.0
10,5,100627,0.5,0.01,3,5,89.29226741567254,True,4.749667326109375e-11,-0.1999307506590148,4.749667326109375e-11,True,0.10633508395403624,True,0.0
10,5,100628,0.5,0.01,3,5,27.48477220768109,True,0.0005868028843935558,-0.21519097181651334,0.0005868028843935558,True,0.09219429222866893,True,2.4646951146678475e-14
10,5,100629,0.5,0.01,3,5,28.4459862918593,True,0.0,-0.09045792857459056,0.0,True,0.10260412516072392,True,0.0
10,5,100630,0.5,0.01,3,5,36.63162637455389,True,0.0008900559041890022,-0.045302063974276253,0.0008900559041890022,True,0.18495533289387822,True,5.551115123125783e-17
10,5,100631,0.5,0.01,3,5,33.016890292055905,True,4.647262240586869e-07,-0.14948000305844364,4.647262240586869e-07,True,0.09294229187071323,True,0.0
10,5,100632,0.5,0.01,3,5,76.27537054196,True,0.00014175054210990856,-0.05848389360086948,0.00014175054210990856,True,0.09198600007221103,True,0.0
10,5,100633,0.5,0.01,3,5,25.015742165967822,True,3.2028157903596366e-11,-0.08326941916822836,3.2028157903596366e-11,True,0.09243495902046561,True,0.0
10,5,100634,0.5,0.01,3,5,7.249054875224829,True,1.1102230246251565e-16,-0.062144855233333594,1.1102230246251565e-16,True,0.08950599981471896,True,1.1102230246251565e-16
10,5,100635,0.5,0.01,3,5,26.519652749877423,True,0.0031183450186880735,-0.09537484389909848,0.0031183450186880735,True,0.13462691707536578,True,1.0880185641326534e-14
10,5,100636,0.5,0.01,3,5,58.67549808323383,True,0.0,-0.041876826688713356,0.0,True,0.09628916718065739,True,0.0
10,5,100637,0.5,0.01,3,5,62.36276874970645,True,0.0038150125238034516,-0.07528077101895997,0.0038150125238034516,True,0.08697404200211167,True,3.3306690738754696e-16
10,5,100638,0.5,0.01,3,5,109.13246120791882,True,0.008779303637581448,-0.11709258137949269,0.008779303637581448,True,0.10687783313915133,True,5.105360578738782e-13
10,5,100639,0.5,0.01,3,5,46.72497245809063,True,0.005728195325633456,-0.06986382085147563,0.005728195325633456,True,0.09290087502449751,True,5.099254352103344e-13
10,5,100640,0.5,0.01,3,5,20.228969499934465,True,0.0,-0.19838853975603782,0.0,True,0.09915975015610456,True,0.0
10,5,100641,0.5,0.01,3,5,26.78551674960181,True,0.0038831315136119704,-0.17815124187396983,0.0038831315136119704,True,0.11783858435228467,True,5.551115123125783e-16
10,5,100642,0.5,0.01,3,5,53.16801716666669,True,0.007579138527264329,-0.07274095174275123,0.007579138527264329,True,0.09705475019291043,True,4.998381153420439e-10
10,10,101123,0.5,0.01,4,5,44.058414209168404,True,0.005847153161197549,-0.04044739250359419,0.005847153161197549,True,0.1871488750912249,True,1.1102230246251565e-16
10,10,101124,0.5,0.01,4,5,308.4394223750569,True,0.008072004335522465,-0.033188605237974955,0.008072004335522465,True,0.17551270918920636,True,5.6066262743570405e-15
10,10,101125,0.5,0.01,4,5,84.27485841605812,True,2.773071436046326e-05,-0.1100618267337721,2.773071436046326e-05,True,0.168804791290313,True,1.1102230246251565e-16
10,10,101126,0.5,0.01,4,5,100.09373795893043,True,0.00691964442432591,-0.060634526894629476,0.00691964442432591,True,0.14061912475153804,True,1.1102230246251565e-16
10,10,101127,0.5,0.01,4,5,110.67841683328152,True,0.0014279116990916219,-0.11930919850341583,0.0014279116990916219,True,0.14735629176720977,True,0.0
10,10,101128,0.5,0.01,4,5,28.71827945765108,True,0.0002638386124000913,-0.07698700685532057,0.0002638386124000913,True,0.1443332089111209,True,5.662137425588298e-15
10,10,101129,0.5,0.01,4,5,311.387254958041,True,0.006746381478328178,-0.11604508777837376,0.006746381478328178,True,0.21486854134127498,True,2.020605904817785e-14
10,10,101130,0.5,0.01,4,5,310.26974645769224,True,0.0007949894791980938,-0.03354763309631643,0.0007949894791980938,True,0.1767115001566708,True,0.0
10,10,101131,0.5,0.01,4,5,38.439540250226855,True,0.0076708708708673745,-0.031354284197515236,0.0076708708708673745,True,0.14671049965545535,True,0.0
10,10,101132,0.5,0.01,4,5,41.312994916923344,True,0.008780152220606463,-0.008025825834993311,0.008780152220606463,True,0.3425341248512268,True,0.0
10,10,101133,0.5,0.01,4,5,216.750833875034,True,2.4624828842689794e-09,-0.05503740631239831,2.4624828842689794e-09,True,0.15087083401158452,True,1.1102230246251565e-16
10,10,101134,0.5,0.01,4,5,120.8961637080647,True,0.009363844421232614,-0.021054015012334257,0.009363844421232614,True,0.16621258296072483,True,1.7188472867246674e-12
10,10,101135,0.5,0.01,4,5,109.1290397499688,True,0.005524284996884732,-0.07301051436123157,0.005524284996884732,True,0.1678150831721723,True,5.551115123125783e-16
10,10,101136,0.5,0.01,4,5,36.301690832711756,True,0.008780809815995272,-0.043077043953636096,0.008780809815995272,True,0.1476575843989849,True,1.1102230246251565e-16
10,10,101137,0.5,0.01,4,5,117.32365849986672,True,0.008292294065830319,-0.025910691761409258,0.008292294065830319,True,0.16772920778021216,False,
10,10,101138,0.5,0.01,4,5,44.388975208159536,True,0.002117940903478055,-0.06273968599923498,0.002117940903478055,True,0.17858983296900988,True,7.560480019819238e-11
10,10,101139,0.5,0.01,4,5,43.21027541672811,True,0.007331422179658098,-0.08206415315075818,0.007331422179658098,True,0.13837791606783867,True,0.0
10,10,101140,0.5,0.01,4,5,19.40352295897901,True,0.0,-0.12740409544357312,0.0,True,0.13530116714537144,True,0.0
10,10,101141,0.5,0.01,4,5,29.604674249887466,True,0.007997190825552503,-0.026424645981813096,0.007997190825552503,True,0.11114624980837107,True,2.220446049250313e-16
10,10,101142,0.5,0.01,4,5,111.42004312528297,True,0.0,-0.03486282695564672,0.0,True,0.07597770821303129,True,3.4861002973229915e-13
10,20,102123,0.5,0.01,5,5,122.24064924987033,True,0.0063762388959207605,0.004476893425387656,0.0063762388959207605,True,0.37799566704779863,True,1.1102230246251565e-16
10,20,102124,0.5,0.01,5,5,450.31731637520716,True,0.0,-0.10782394537913274,0.0,True,0.4258698746562004,True,0.0
10,20,102125,0.5,0.01,5,5,40.34549799980596,True,0.002189034698396597,-0.02603585228244745,0.002189034698396597,True,0.4069509170949459,True,0.0
10,20,102126,0.5,0.01,5,5,43.19816404208541,True,0.006653792701209027,-0.0003839584397988543,0.006653792701209027,True,0.45158074982464314,True,0.0
10,20,102127,0.5,0.01,5,5,460.41127808298916,True,0.0026620437197898417,-0.04951895100245353,0.0026620437197898417,True,0.42431954108178616,True,1.1102230246251565e-16
10,20,102128,0.5,0.01,5,5,239.80616200016811,True,0.00586719257429269,-0.024943208955587767,0.00586719257429269,True,0.3861241666600108,True,0.0
10,20,102129,0.5,0.01,5,5,233.4596879594028,True,0.0039949594671397914,-0.019422149022633853,0.0039949594671397914,True,0.4211612078361213,True,0.0
10,20,102130,0.5,0.01,5,5,53.97625783411786,True,0.00925498447044959,9.345300656469073e-05,0.00925498447044959,True,0.36603916715830564,True,1.1102230246251565e-16
10,20,102131,0.5,0.01,5,5,64.21428620815277,True,0.00041888855127980573,-0.007778908451460066,0.00041888855127980573,True,0.44885591696947813,True,1.879385536085465e-12
10,20,102132,0.5,0.01,5,5,54.96703529218212,True,0.009698786920979252,-0.025242060874625046,0.009698786920979252,True,0.4224572912789881,True,2.220446049250313e-16
10,20,102133,0.5,0.01,5,5,212.65740387514234,True,0.0012021784217646214,-0.028560365740133844,0.0012021784217646214,True,0.5355471246875823,True,2.5424107263916085e-14
10,20,102134,0.5,0.01,5,5,260.09245941694826,True,0.00605991887051216,-0.001262138193178554,0.00605991887051216,True,0.7143835420720279,False,
10,20,102135,0.5,0.01,5,5,60.74727745912969,True,0.008214142618757192,-0.18340671597638694,0.008214142618757192,True,0.4590321248397231,True,0.0
10,20,102136,0.5,0.01,5,5,1982.852383832913,True,0.007165835198293724,-0.02590015822451304,0.007165835198293724,True,0.6740399589762092,True,1.1102230246251565e-16
10,20,102137,0.5,0.01,5,5,33.95256600016728,True,2.075332790141271e-05,-0.02570178901748804,2.075332790141271e-05,True,0.6416134587489069,False,
10,20,102138,0.5,0.01,5,5,454.04811966698617,True,0.009573275567844042,-0.06774857711464018,0.009573275567844042,True,3.47666620882228,False,
10,20,102139,0.5,0.01,5,5,428.7710247919895,True,0.007186840855569199,-0.03641690403919242,0.007186840855569199,True,0.3917619581334293,True,0.0
10,20,102140,0.5,0.01,5,5,70.52067424962297,True,0.007356967526988001,-0.11869079166339375,0.007356967526988001,True,0.5267256670631468,True,1.1102230246251565e-16
10,20,102141,0.5,0.01,5,5,160.80245941597968,True,0.003161157256710956,-0.022285573257736713,0.003161157256710956,True,0.3768184999935329,True,0.0
10,20,102142,0.5,0.01,5,5,305.5610982920043,True,2.81785705880111e-12,-0.04874386122646709,2.81785705880111e-12,True,0.4730019583366811,True,1.1102230246251565e-16
10,50,105123,0.5,0.01,8,5,2212.9695335002616,True,0.00857664128999791,-0.023838463417848135,0.00857664128999791,True,1.5667972918599844,False,
10,50,105124,0.5,0.01,8,5,195.2760658748448,True,0.008598544045436252,0.0033963463186781335,0.008598544045436252,True,1.821678000036627,True,0.0
10,50,105125,0.5,0.01,8,5,1180.349583750125,True,0.006882803731759313,-0.011773762077881389,0.006882803731759313,True,3.226384707726538,False,
10,50,105126,0.5,0.01,8,5,149.09426912479103,True,0.0011978628190505436,-0.00440053762934931,0.0011978628190505436,True,1.790569415781647,True,7.782663402622347e-14
10,50,105127,0.5,0.01,8,5,676.8192765419371,True,0.003200961361005672,0.00567827584529736,0.003200961361005672,True,3.4176163342781365,False,
10,50,105128,0.5,0.01,8,5,1103.307073208969,True,0.00883899216386752,-0.022882227017386167,0.00883899216386752,True,2.1273179170675576,True,0.0
10,50,105129,0.5,0.01,8,5,869.7982959169894,True,0.002814996375402723,-0.06523176667559688,0.002814996375402723,True,2.0517979580909014,True,0.0
10,50,105130,0.5,0.01,8,5,1747.3988063749857,True,0.0013498583143457532,-0.0023848406852382594,0.0013498583143457532,True,1.6858601248823106,False,
10,50,105131,0.5,0.01,8,5,321.8074681661092,True,0.00884067903635033,0.003289057806926379,0.00884067903635033,True,2.0906811668537557,True,1.1102230246251565e-16
10,50,105132,0.5,0.01,8,5,825.137019790709,True,0.0009095956235245506,-0.03071673742327912,0.0009095956235245506,True,2.2462622080929577,True,1.1102230246251565e-16
10,50,105133,0.5,0.01,8,5,144.91271395934746,True,0.003860004271364348,-0.01585844175834153,0.003860004271364348,True,3.4506932077929378,False,
10,50,105134,0.5,0.01,8,5,220.97929033311084,True,0.006281446668430668,-0.008498130010378815,0.006281446668430668,True,3.9733417499810457,False,
10,50,105135,0.5,0.01,8,5,962.3357667922974,True,0.00955162841256696,0.0025548357204917206,0.00955162841256696,True,2.6554421251639724,False,
10,50,105136,0.5,0.01,8,5,162.01125791668892,True,0.006259902535883488,0.0006440419567109746,0.006259902535883488,True,2.1172792920842767,True,2.220446049250313e-16
10,50,105137,0.5,0.01,8,5,167.96512004220858,True,0.006326181576601364,-0.025386814747618534,0.006326181576601364,True,3.6891899169422686,False,
10,50,105138,0.5,0.01,8,5,149.19268549978733,True,1.1102230246251565e-16,-0.026415770320464355,1.1102230246251565e-16,True,2.146454917266965,True,0.0
10,50,105139,0.5,0.01,8,5,307.521903750021,True,0.006984628022579931,0.001217413093326081,0.006984628022579931,True,3.301906208973378,False,
10,50,105140,0.5,0.01,8,5,353.5112720420584,True,0.006039649816402037,-0.004014259641437817,0.006039649816402037,True,2.3948809998109937,True,1.1102230246251565e-16
10,50,105141,0.5,0.01,8,5,726.734132041689,True,0.0040909816209021566,-0.027849020425189913,0.0040909816209021566,True,2.064712166786194,False,
10,50,105142,0.5,0.01,8,5,457.10736270900816,True,0.003654081700599776,-0.06765562557663403,0.003654081700599776,True,3.0646495004184544,False,
30,5,300623,0.5,0.01,3,6,61.10377195896581,True,1.5148704513023858e-10,-0.10563897953609273,1.5148704513023858e-10,True,0.18573420913890004,True,0.0
30,5,300624,0.5,0.01,3,6,30.079593082889915,True,0.000593236952747267,-0.07248814827603947,0.000593236952747267,True,0.3126617921516299,True,3.9745984281580604e-12
30,5,300625,0.5,0.01,3,6,162.31436337484047,True,0.007996164718158894,-0.14307531198785403,0.007996164718158894,True,0.16459079179912806,True,1.6643908473668034e-11
30,5,300626,0.5,0.01,3,6,21.755364291835576,True,0.0036551063152483465,-0.14904377513594022,0.0036551063152483465,True,0.15400849981233478,True,5.551115123125783e-17
30,5,300627,0.5,0.01,3,6,9.4809770421125,True,0.0043890037044041486,-0.001313773472951185,0.0043890037044041486,True,0.14857879094779491,True,1.1102230246251565e-16
30,5,300628,0.5,0.01,3,6,40.77829479100183,True,0.0023565329524545264,-0.09433632903049959,0.0023565329524545264,True,0.2842182917520404,True,1.3988810110276972e-13
30,5,300629,0.5,0.01,3,6,53.150298207998276,True,0.0020404102652137324,-0.09402525768502229,0.0020404102652137324,True,0.17186641693115234,True,5.551115123125783e-15
30,5,300630,0.5,0.01,3,6,34.01041079219431,True,0.002389212478268954,-0.019360241869240832,0.002389212478268954,True,0.2928126249462366,True,0.0
30,5,300631,0.5,0.01,3,6,50.78114283271134,True,0.005068382778747327,-0.06046305920050713,0.005068382778747327,True,0.21538550034165382,True,2.5238366951896296e-11
30,5,300632,0.5,0.01,3,6,52.91924604214728,True,3.6865884789349934e-08,-0.06940778843742212,3.6865884789349934e-08,True,0.16799245914444327,True,2.220446049250313e-16
30,5,300633,0.5,0.01,3,6,33.55008375039324,True,0.0013012360319840655,-0.05957191076991185,0.0013012360319840655,True,0.14857433317229152,True,1.1102230246251565e-16
30,5,300634,0.5,0.01,3,6,151.71732733258978,True,0.009761761248358702,-0.09136025857652459,0.009761761248358702,True,0.1870616669766605,True,3.5424441158227182e-12
30,5,300635,0.5,0.01,3,6,60.17179700033739,True,0.00805983255032472,-0.06482607373789902,0.00805983255032472,True,0.1670658327639103,True,0.0
30,5,300636,0.5,0.01,3,6,33.67192429071292,True,0.00308295235105549,-0.06622747535668236,0.00308295235105549,True,0.16563291708007455,True,9.50001188826377e-12
30,5,300637,0.5,0.01,3,6,76.32755929231644,True,0.0074680745309605445,-0.10875422977935313,0.0074680745309605445,True,0.1686469162814319,True,2.5979218776228663e-14
30,5,300638,0.5,0.01,3,6,54.988877582829446,True,0.007923829659501114,-0.023482941339222282,0.007923829659501114,True,0.2945942501537502,True,2.2049695402870384e-11
30,5,300639,0.5,0.01,3,6,21.955302457790822,True,0.005263529375914899,0.005835854208512182,0.005263529375914899,True,0.2582287918776274,True,4.596323321948148e-14
30,5,300640,0.5,0.01,3,6,24.72286808397621,True,0.002099792160763392,-0.08527922960820852,0.002099792160763392,True,0.166295874863863,True,0.0
30,5,300641,0.5,0.01,3,6,30.828354500234127,True,4.885314375258076e-12,-0.07843262997842372,4.885314375258076e-12,True,0.14953025011345744,True,0.0
30,5,300642,0.5,0.01,3,6,53.09475945867598,True,2.9645057147975606e-07,-0.02200031165385648,2.9645057147975606e-07,True,0.15426224982365966,True,1.1102230246251565e-16
30,10,301123,0.5,0.01,4,6,44.11706787487492,True,0.0018123437442405521,0.004725516456346404,0.0018123437442405521,True,1.8322545839473605,False,
30,10,301124,0.5,0.01,4,6,302.29813387524337,True,0.0008580243088575079,-0.016578706583270826,0.0008580243088575079,True,0.1973836668767035,True,2.220446049250313e-16
30,10,301125,0.5,0.01,4,6,67.82656900025904,True,0.0,-0.027449315151670844,0.0,True,0.30682270834222436,True,0.0
30,10,301126,0.5,0.01,4,6,267.68375320825726,True,0.004663969039058191,-0.014421304694245195,0.004663969039058191,True,0.6015113745816052,False,
30,10,301127,0.5,0.01,4,6,39.81963241705671,True,0.007377698946626876,-0.0033455361508293122,0.007377698946626876,True,0.3156812498345971,True,0.0
30,10,301128,0.5,0.01,4,6,208.34886116720736,True,0.005016314529897037,0.0021664151818557662,0.005016314529897037,True,0.4169312920421362,True,1.1102230246251565e-16
30,10,301129,0.5,0.01,4,6,82.29895649990067,True,0.00054708156200034,-0.07955769510350837,0.00054708156200034,True,0.6309390417300165,True,0.0
30,10,301130,0.5,0.01,4,6,123.45831308281049,True,0.00352422404151731,0.0021726971512092963,0.00352422404151731,True,0.9764396250247955,False,
30,10,301131,0.5,0.01,4,6,54.89969512494281,True,0.008647593373997009,-0.016392437495322508,0.008647593373997009,True,0.39057541731745005,True,1.5654144647214707e-14
30,10,301132,0.5,0.01,4,6,138.14051958313212,True,0.00564424198494351,-0.010200172780327749,0.00564424198494351,True,0.3869742080569267,True,5.051514762044462e-14
30,10,301133,0.5,0.01,4,6,134.38777600042522,True,0.007206267754902462,-0.006685423179861314,0.007206267754902462,True,0.3721544169820845,True,1.1102230246251565e-16
30,10,301134,0.5,0.01,4,6,88.3604625412263,True,0.007275402475656723,-0.04728014616387592,0.007275402475656723,True,0.8947705002501607,False,
30,10,301135,0.5,0.01,4,6,50.61479704128578,True,0.0,-0.06084268024490268,0.0,True,0.3927106251940131,True,0.0
30,10,301136,0.5,0.01,4,6,46.90510629164055,True,0.004329012351494077,0.004040740074899624,0.004329012351494077,True,0.32340695802122355,True,7.716050021144838e-13
30,10,301137,0.5,0.01,4,6,227.36212258273736,True,0.004364547168192401,-0.030589885685254583,0.004364547168192401,True,0.3506978331133723,True,0.0
30,10,301138,0.5,0.01,4,6,44.17494941689074,True,0.009069706554361567,-0.010090981922001925,0.009069706554361567,True,0.3741322080604732,True,0.0
30,10,301139,0.5,0.01,4,6,79.44709883397445,True,0.0016306751992247182,-0.018988476687149175,0.0016306751992247182,True,0.36778483306989074,True,1.5643042416968456e-13
30,10,301140,0.5,0.01,4,6,33.76061895908788,True,0.004160174094704594,-0.053461484952562574,0.004160174094704594,True,0.34342116629704833,True,1.1102230246251565e-16
30,10,301141,0.5,0.01,4,6,42.88221133407205,True,0.0008342573567576839,-0.07754786887312895,0.0008342573567576839,True,0.3702106671407819,True,0.0
