,sample,gamma,x,y,in_sample_payoff1,in_sample_payoff2,oos_mean1,oos_std1,oos_min1,oos_mean2,oos_std2,oos_min2
238,21,0.7000000000000001,[0. 1.],[0. 1.],0.7999999999999965,0.7999999999999965,0.763499999999997,0.42493264172101247,0.0,0.763499999999997,0.42493264172101247,0.0
239,21,0.8,[0. 1.],[0. 1.],0.7999999998659939,0.7999999998659939,0.7634999998721079,0.4249326416498349,0.0,0.7634999998721079,0.4249326416498349,0.0
240,21,0.9,[0.84 0.16],[0.84 0.16],2.1172881239970307,2.1172881239970316,1.9359360776464765,1.1547788236935066,0.02556901912612239,1.9359360776464776,1.154778823693507,0.02556901912612239
241,21,1.0,[0. 1.],[0. 1.],0.7999999999999999,0.7999999999999999,0.7635,0.42493264172101436,0.0,0.7635,0.42493264172101436,0.0
242,22,0.0,[0.6 0.4],[0.6 0.4],1.4399999999981026,1.4400000000007678,1.5349079999982582,0.9739144888199092,0.16000000000092354,1.5349080000016404,0.9739144888230523,0.16000000000092354
243,22,0.1,[0.541 0.459],[0.541 0.459],1.3249931353801285,1.3249931386736713,1.4440498544941096,0.9291795763670732,0.21091906910313957,1.444049858673615,0.9291795803513279,0.21091906910313957
244,22,0.2,[0.49 0.51],[0.49 0.51],1.2314863258025999,1.231486325802545,1.3683045089179202,0.8887639305033531,0.2604518430439304,1.3683045089178512,0.8887639305032858,0.2604518430439304
245,22,0.30000000000000004,[0. 1.],[0. 1.],0.599999986160271,0.599999986160271,0.7634999823889445,0.42493263191942665,0.0,0.7634999823889445,0.42493263191942665,0.0
246,22,0.4,[1. 0.],[1. 0.],2.3999999447583154,2.3999999447583154,2.2322999486183273,1.309097640021011,0.0,2.2322999486183273,1.309097640021011,0.0
247,22,0.5,[0. 1.],[0. 1.],0.5999999851958144,0.5999999851958144,0.7634999811616736,0.42493263123637826,0.0,0.7634999811616736,0.42493263123637826,0.0
248,22,0.6000000000000001,[1. 0.],[1. 0.],2.3999999883799212,2.3999999883799212,2.232299989191874,1.3090976638147378,0.0,2.232299989191874,1.3090976638147378,0.0
249,22,0.7000000000000001,[0. 1.],[0. 1.],0.5999999837161527,0.5999999837161527,0.7634999792788045,0.4249326301884506,0.0,0.7634999792788045,0.4249326301884506,0.0
250,22,0.8,[0. 1.],[0. 1.],0.5999999827706614,0.5999999827706614,0.7634999780756664,0.42493262951883376,0.0,0.7634999780756664,0.42493262951883376,0.0
251,22,0.9,[0. 1.],[0. 1.],0.5999999816798868,0.5999999816798868,0.7634999766876557,0.4249326287463241,0.0,0.7634999766876557,0.4249326287463241,0.0
252,22,1.0,[1. 0.],[1. 0.],2.3999999999942236,2.3999999999942236,2.232299999994627,1.3090976701498442,0.0,2.232299999994627,1.3090976701498442,0.0
253,23,0.0,[0. 1.],[0. 1.],0.7999999463554921,0.7999999463554921,0.7634999488030225,0.4249326132268863,0.0,0.7634999488030225,0.4249326132268863,0.0
254,23,0.1,[0. 1.],[0. 1.],0.7999999941005648,0.7999999941005648,0.7634999943697267,0.42493263858743613,0.0,0.7634999943697267,0.42493263858743613,0.0
255,23,0.2,[0. 1.],[0. 1.],0.7999999939751951,0.7999999939751951,0.7634999942500768,0.42493263852084406,0.0,0.7634999942500768,0.42493263852084406,0.0
256,23,0.30000000000000004,[0. 1.],[0. 1.],0.7999999937679967,0.7999999937679967,0.763499994052332,0.4249326384107874,0.0,0.763499994052332,0.4249326384107874,0.0
257,23,0.4,[0. 1.],[0. 1.],0.7999999934765615,0.7999999934765615,0.7634999937741932,0.4249326382559869,0.0,0.7634999937741932,0.4249326382559869,0.0
258,23,0.5,[0. 1.],[0. 1.],0.7999999930975783,0.7999999930975783,0.7634999934125012,0.424932638054684,0.0,0.7634999934125012,0.424932638054684,0.0
259,23,0.6000000000000001,[0. 1.],[0. 1.],0.7999999926268611,0.7999999926268611,0.7634999929632605,0.4249326378046551,0.0,0.7634999929632605,0.4249326378046551,0.0
260,23,0.7000000000000001,[0. 1.],[0. 1.],0.7999999920593854,0.7999999920593854,0.7634999924216758,0.42493263750323146,0.0,0.7634999924216758,0.42493263750323146,0.0
261,23,0.8,[0. 1.],[0. 1.],0.7999999702254604,0.7999999702254604,0.7634999715839236,0.4249326259057972,0.0,0.7634999715839236,0.4249326259057972,0.0
262,23,0.9,[0. 1.],[0. 1.],0.7999999675765941,0.7999999675765941,0.7634999690559118,0.42493262449881,0.0,0.7634999690559118,0.42493262449881,0.0
263,23,1.0,[0. 1.],[0. 1.],0.7999999645413535,0.7999999645413535,0.7634999661591543,0.42493262288659395,0.0,0.7634999661591543,0.42493262288659395,0.0
264,24,0.0,[0. 1.],[0. 1.],1.000000008716652,1.000000008716652,0.7635000066551638,0.4249326454250044,0.0,0.7635000066551638,0.4249326454250044,0.0
265,24,0.1,[0. 1.],[0. 1.],1.0000000087890617,1.0000000087890617,0.7635000067104487,0.4249326454557736,0.0,0.7635000067104487,0.4249326454557736,0.0
266,24,0.2,[0. 1.],[0. 1.],1.0000000014991335,1.0000000014991335,0.7635000011445885,0.4249326423580452,0.0,0.7635000011445885,0.4249326423580452,0.0
267,24,0.30000000000000004,[0. 1.],[0. 1.],1.0000000015489434,1.0000000015489434,0.7635000011826184,0.424932642379211,0.0,0.7635000011826184,0.424932642379211,0.0
268,24,0.4,[0. 1.],[0. 1.],1.0000000016186104,1.0000000016186104,0.7635000012358091,0.4249326424088148,0.0,0.7635000012358091,0.4249326424088148,0.0
269,24,0.5,[0. 1.],[0. 1.],1.0000000017081456,1.0000000017081456,0.763500001304169,0.4249326424468613,0.0,0.763500001304169,0.4249326424468613,0.0
270,24,0.6000000000000001,[0. 1.],[0. 1.],1.0000000018175612,1.0000000018175612,0.7635000013877079,0.4249326424933555,0.0,0.7635000013877079,0.4249326424933555,0.0
271,24,0.7000000000000001,[0. 1.],[0. 1.],1.00000000194687,1.00000000194687,0.7635000014864352,0.42493264254830293,0.0,0.7635000014864352,0.42493264254830293,0.0
272,24,0.8,[0. 1.],[0. 1.],1.000000002096086,1.000000002096086,0.7635000016003618,0.42493264261170977,0.0,0.7635000016003618,0.42493264261170977,0.0
273,24,0.9,[0. 1.],[0. 1.],1.0000000022652265,1.0000000022652265,0.7635000017295004,0.424932642683583,0.0,0.7635000017295004,0.424932642683583,0.0
274,24,1.0,[0. 1.],[0. 1.],1.0000000249344072,1.0000000249344072,0.7635000190374198,0.424932652316458,0.0,0.7635000190374198,0.424932652316458,0.0
275,25,0.0,[0. 1.],[0. 1.],1.0000000000000029,1.0000000000000029,0.7635000000000025,0.4249326417210156,0.0,0.7635000000000025,0.4249326417210156,0.0
276,25,0.1,[0. 1.],[0. 1.],1.0000000000000917,1.0000000000000917,0.7635000000000702,0.42493264172105344,0.0,0.7635000000000702,0.42493264172105344,0.0
277,25,0.2,[0. 1.],[0. 1.],1.0000000000000973,1.0000000000000973,0.7635000000000743,0.4249326417210557,0.0,0.7635000000000743,0.4249326417210557,0.0
278,25,0.30000000000000004,[0. 1.],[0. 1.],1.0000000000001068,1.0000000000001068,0.7635000000000814,0.42493264172105977,0.0,0.7635000000000814,0.42493264172105977,0.0
279,25,0.4,[0. 1.],[0. 1.],0.9999999999999999,0.9999999999999999,0.7635,0.42493264172101436,0.0,0.7635,0.42493264172101436,0.0
280,25,0.5,[0. 1.],[0. 1.],1.0,1.0,0.7635,0.42493264172101447,0.0,0.7635,0.42493264172101447,0.0
281,25,0.6000000000000001,[0. 1.],[0. 1.],1.0,1.0,0.7635,0.42493264172101447,0.0,0.7635,0.42493264172101447,0.0
282,25,0.7000000000000001,[0. 1.],[0. 1.],1.0000000000001994,1.0000000000001994,0.7635000000001521,0.4249326417210991,0.0,0.7635000000001521,0.4249326417210991,0.0
283,25,0.8,[0. 1.],[0. 1.],1.000000000000193,1.000000000000193,0.7635000000001475,0.42493264172109635,0.0,0.7635000000001475,0.42493264172109635,0.0
284,25,0.9,[0. 1.],[0. 1.],1.0000000000002933,1.0000000000002933,0.7635000000002239,0.4249326417211391,0.0,0.7635000000002239,0.4249326417211391,0.0
285,25,1.0,[0. 1.],[0. 1.],0.9999999999999999,0.9999999999999999,0.7635,0.42493264172101436,0.0,0.7635,0.42493264172101436,0.0
286,26,0.0,[0. 1.],[0. 1.],1.0000000097113808,1.0000000097113808,0.763500007414639,0.4249326458476971,0.0,0.763500007414639,0.4249326458476971,0.0
287,26,0.1,[0. 1.],[0. 1.],1.0000000097788122,1.0000000097788122,0.7635000074661232,0.424932645876351,0.0,0.7635000074661232,0.424932645876351,0.0
288,26,0.2,[0. 1.],[0. 1.],1.0000000000686502,1.0000000000686502,0.7635000000524146,0.42493264175018614,0.0,0.7635000000524146,0.42493264175018614,0.0
289,26,0.30000000000000004,[0. 1.],[0. 1.],1.0000000106560878,1.0000000106560878,0.763500008135923,0.42493264624913396,0.0,0.763500008135923,0.42493264624913396,0.0
290,26,0.4,[0. 1.],[0. 1.],1.0000000048469742,1.0000000048469742,0.7635000037006648,0.42493264378065193,0.0,0.7635000037006648,0.42493264378065193,0.0
291,26,0.5,[0. 1.],[0. 1.],1.0000000000153384,1.0000000000153384,0.7635000000117111,0.42493264172753215,0.0,0.7635000000117111,0.42493264172753215,0.0
292,26,0.6000000000000001,[0. 1.],[0. 1.],1.0000000000266964,1.0000000000266964,0.763500000020383,0.42493264173235856,0.0,0.763500000020383,0.42493264173235856,0.0
293,26,0.7000000000000001,[0. 1.],[0. 1.],1.0000000000247165,1.0000000000247165,0.763500000018871,0.42493264173151724,0.0,0.763500000018871,0.42493264173151724,0.0
294,26,0.8,[0. 1.],[0. 1.],1.0000000000213858,1.0000000000213858,0.7635000000163279,0.424932641730102,0.0,0.7635000000163279,0.424932641730102,0.0
295,26,0.9,[0. 1.],[0. 1.],1.000000000017569,1.000000000017569,0.7635000000134138,0.42493264172848005,0.0,0.7635000000134138,0.42493264172848005,0.0
296,26,1.0,[0. 1.],[0. 1.],1.0000000166678493,1.0000000166678493,0.7635000127259028,0.4249326488037276,0.0,0.7635000127259028,0.4249326488037276,0.0
297,27,0.0,[0. 1.],[0. 1.],0.7999999954506269,0.7999999954506269,0.7634999956581918,0.42493263930454295,0.0,0.7634999956581918,0.42493263930454295,0.0
298,27,0.1,[0. 1.],[0. 1.],0.8000000083221388,0.8000000083221388,0.7635000079424409,0.42493264614144993,0.0,0.7635000079424409,0.42493264614144993,0.0
299,27,0.2,[0. 1.],[0. 1.],0.8000000084413996,0.8000000084413996,0.7635000080562607,0.42493264620479715,0.0,0.7635000080562607,0.42493264620479715,0.0
300,27,0.30000000000000004,[0. 1.],[0. 1.],0.8000000086461589,0.8000000086461589,0.7635000082516782,0.4249326463135584,0.0,0.7635000082516782,0.4249326463135584,0.0
301,27,0.4,[0. 1.],[0. 1.],0.8000000089375268,0.8000000089375268,0.7635000085297518,0.42493264646832285,0.0,0.7635000085297518,0.42493264646832285,0.0
302,27,0.5,[0. 1.],[0. 1.],0.7999999999999038,0.7999999999999038,0.7634999999999079,0.42493264172096334,0.0,0.7634999999999079,0.42493264172096334,0.0
303,27,0.6000000000000001,[0. 1.],[0. 1.],0.7999999960775577,0.7999999960775577,0.7634999962565192,0.4249326396375472,0.0,0.7634999962565192,0.4249326396375472,0.0
304,27,0.7000000000000001,[0. 1.],[0. 1.],0.7999999999999965,0.7999999999999965,0.763499999999997,0.42493264172101247,0.0,0.763499999999997,0.42493264172101247,0.0
305,27,0.8,[0. 1.],[0. 1.],0.7999999998659939,0.7999999998659939,0.7634999998721079,0.4249326416498349,0.0,0.7634999998721079,0.4249326416498349,0.0
306,27,0.9,[0.84 0.16],[0.84 0.16],2.1172881239970307,2.1172881239970316,1.9359360776464765,1.1547788236935066,0.02556901912612239,1.9359360776464776,1.154778823693507,0.02556901912612239
307,27,1.0,[0. 1.],[0. 1.],0.7999999999999999,0.7999999999999999,0.7635,0.42493264172101436,0.0,0.7635,0.42493264172101436,0.0
308,28,0.0,[0. 1.],[0. 1.],1.000000008716652,1.000000008716652,0.7635000066551638,0.4249326454250044,0.0,0.7635000066551638,0.4249326454250044,0.0
309,28,0.1,[0. 1.],[0. 1.],1.0000000087890617,1.0000000087890617,0.7635000067104487,0.4249326454557736,0.0,0.7635000067104487,0.4249326454557736,0.0
310,28,0.2,[0. 1.],[0. 1.],1.0000000014991335,1.0000000014991335,0.7635000011445885,0.4249326423580452,0.0,0.7635000011445885,0.4249326423580452,0.0
311,28,0.30000000000000004,[0. 1.],[0. 1.],1.0000000015489434,1.0000000015489434,0.7635000011826184,0.424932642379211,0.0,0.7635000011826184,0.424932642379211,0.0
312,28,0.4,[0. 1.],[0. 1.],1.0000000016186104,1.0000000016186104,0.7635000012358091,0.4249326424088148,0.0,0.7635000012358091,0.4249326424088148,0.0
313,28,0.5,[0. 1.],[0. 1.],1.0000000017081456,1.0000000017081456,0.763500001304169,0.4249326424468613,0.0,0.763500001304169,0.4249326424468613,0.0
314,28,0.6000000000000001,[0. 1.],[0. 1.],1.0000000018175612,1.0000000018175612,0.7635000013877079,0.4249326424933555,0.0,0.7635000013877079,0.4249326424933555,0.0
315,28,0.7000000000000001,[0. 1.],[0. 1.],1.00000000194687,1.00000000194687,0.7635000014864352,0.42493264254830293,0.0,0.7635000014864352,0.42493264254830293,0.0
316,28,0.8,[0. 1.],[0. 1.],1.000000002096086,1.000000002096086,0.7635000016003618,0.42493264261170977,0.0,0.7635000016003618,0.42493264261170977,0.0
317,28,0.9,[0. 1.],[0. 1.],1.0000000022652265,1.0000000022652265,0.7635000017295004,0.424932642683583,0.0,0.7635000017295004,0.424932642683583,0.0
318,28,1.0,[0. 1.],[0. 1.],1.0000000249344072,1.0000000249344072,0.7635000190374198,0.424932652316458,0.0,0.7635000190374198,0.424932652316458,0.0
319,29,0.0,[0. 1.],[0. 1.],0.5999999152246802,0.5999999152246802,0.7634998921234057,0.42493258168134673,0.0,0.7634998921234057,0.42493258168134673,0.0
320,29,0.1,[0. 1.],[0. 1.],0.5999999864804908,0.5999999864804908,0.7634999827964247,0.42493263214621324,0.0,0.7634999827964247,0.42493263214621324,0.0
321,29,0.2,[0. 1.],[0. 1.],0.5999999862525599,0.5999999862525599,0.7634999825063824,0.4249326319847877,0.0,0.7634999825063824,0.4249326319847877,0.0
322,29,0.30000000000000004,[0. 1.],[0. 1.],0.5999999858782802,0.5999999858782802,0.7634999820301118,0.4249326317197149,0.0,0.7634999820301118,0.4249326317197149,0.0
323,29,0.4,[0. 1.],[0. 1.],0.5999999853563542,0.5999999853563542,0.7634999813659605,0.42493263135007603,0.0,0.7634999813659605,0.42493263135007603,0.0
324,29,0.5,[0. 1.],[0. 1.],0.5999999846851396,0.5999999846851396,0.7634999805118404,0.4249326308747077,0.0,0.7634999805118404,0.4249326308747077,0.0
325,29,0.6000000000000001,[0. 1.],[0. 1.],0.5999999462916659,0.5999999462916659,0.7634999316561448,0.4249326036836406,0.0,0.7634999316561448,0.4249326036836406,0.0
326,29,0.7000000000000001,[0. 1.],[0. 1.],0.5999999432144785,0.5999999432144785,0.7634999277404241,0.4249326015043117,0.0,0.7634999277404241,0.4249326015043117,0.0
327,29,0.8,[0. 1.],[0. 1.],0.5999999396632482,0.5999999396632482,0.763499923221483,0.4249325989892555,0.0,0.763499923221483,0.4249325989892555,0.0
328,29,0.9,[0. 1.],[0. 1.],0.5999999356370526,0.5999999356370526,0.7634999180981495,0.4249325961378189,0.0,0.7634999180981495,0.4249325961378189,0.0
329,29,1.0,[1. 0.],[1. 0.],3.0000008811325776,3.0000011927570047,2.232300655650751,1.3090980546491966,0.0,2.232300919285017,1.3090982092534342,0.0
330,30,0.0,[0.286 0.714],[0.286 0.714],0.8571428571429467,0.8571428571430578,1.0897285714286722,0.7024708961202151,0.2448979591837267,1.0897285714288134,0.7024708961203529,0.2448979591837267
331,30,0.1,[0.251 0.749],[0.251 0.749],0.7900426088400461,0.7900426090760839,1.0465209382769234,0.6669924505075883,0.18951070930432234,1.0465209385764556,0.6669924507969383,0.18951070930432234
332,30,0.2,[0.221 0.779],[0.221 0.779],0.733769333074437,0.7337693452084176,1.00941844311069,0.6350952824307267,0.1466629549652915,1.0094184585087116,0.6350952970993349,0.1466629549652915
333,30,0.30000000000000004,[0.194 0.806],[0.194 0.806],0.6860358033287722,0.6860358033287388,0.9772356034230794,0.6064749363547716,0.11327238831115276,0.9772356034230374,0.6064749363547322,0.11327238831115276
334,30,0.4,[0. 1.],[0. 1.],0.3999999999999914,0.3999999999999914,0.7634999999999836,0.42493264172100526,0.0,0.7634999999999836,0.42493264172100526,0.0
335,30,0.5,[1. 0.],[1. 0.],3.0000005452246383,3.0000005452246383,2.2323004057016527,1.3090979080704297,0.0,2.2323004057016527,1.3090979080704297,0.0
336,30,0.6000000000000001,[0.13 0.87],[0.13 0.87],0.5789637594457199,0.5789637594457187,0.9021636594603626,0.5375273424382776,0.050353226573323695,0.9021636594603608,0.5375273424382762,0.050353226573323695
337,30,0.7000000000000001,[0.112 0.888],[0.112 0.888],0.5519148492125152,0.5519148492125139,0.8824402483567355,0.5193643266171485,0.03761124610561828,0.8824402483567338,0.519364326617147,0.03761124610561828
338,30,0.8,[1. 0.],[1. 0.],3.00000000000008,3.00000000000008,2.2323000000000595,1.30909767015303,0.0,2.2323000000000595,1.30909767015303,0.0
339,30,0.9,[1. 0.],[1. 0.],3.000000000233637,3.000000000233637,2.2323000001738493,1.3090976702549462,0.0,2.2323000001738493,1.3090976702549462,0.0
340,30,1.0,[0. 1.],[0. 1.],0.3999999999999653,0.3999999999999653,0.7634999999999336,0.4249326417209775,0.0,0.7634999999999336,0.4249326417209775,0.0
341,31,0.0,[0. 1.],[0. 1.],0.7999999954506269,0.7999999954506269,0.7634999956581918,0.42493263930454295,0.0,0.7634999956581918,0.42493263930454295,0.0
342,31,0.1,[0. 1.],[0. 1.],0.8000000083221388,0.8000000083221388,0.7635000079424409,0.42493264614144993,0.0,0.7635000079424409,0.42493264614144993,0.0
343,31,0.2,[0. 1.],[0. 1.],0.8000000084413996,0.8000000084413996,0.7635000080562607,0.42493264620479715,0.0,0.7635000080562607,0.42493264620479715,0.0
344,31,0.30000000000000004,[0. 1.],[0. 1.],0.8000000086461589,0.8000000086461589,0.7635000082516782,0.4249326463135584,0.0,0.7635000082516782,0.4249326463135584,0.0
345,31,0.4,[0. 1.],[0. 1.],0.8000000089375268,0.8000000089375268,0.7635000085297518,0.42493264646832285,0.0,0.7635000085297518,0.42493264646832285,0.0
346,31,0.5,[0. 1.],[0. 1.],0.7999999999999038,0.7999999999999038,0.7634999999999079,0.42493264172096334,0.0,0.7634999999999079,0.42493264172096334,0.0
347,31,0.6000000000000001,[0. 1.],[0. 1.],0.7999999960775577,0.7999999960775577,0.7634999962565192,0.4249326396375472,0.0,0.7634999962565192,0.4249326396375472,0.0
348,31,0.7000000000000001,[0. 1.],[0. 1.],0.7999999999999965,0.7999999999999965,0.763499999999997,0.42493264172101247,0.0,0.763499999999997,0.42493264172101247,0.0
349,31,0.8,[0. 1.],[0. 1.],0.7999999998659939,0.7999999998659939,0.7634999998721079,0.4249326416498349,0.0,0.7634999998721079,0.4249326416498349,0.0
350,31,0.9,[0.84 0.16],[0.84 0.16],2.1172881239970307,2.1172881239970316,1.9359360776464765,1.1547788236935066,0.02556901912612239,1.9359360776464776,1.154778823693507,0.02556901912612239
351,31,1.0,[0. 1.],[0. 1.],0.7999999999999999,0.7999999999999999,0.7635,0.42493264172101436,0.0,0.7635,0.42493264172101436,0.0
352,32,0.0,[0. 1.],[0. 1.],0.7999999463554921,0.7999999463554921,0.7634999488030225,0.4249326132268863,0.0,0.7634999488030225,0.4249326132268863,0.0
353,32,0.1,[0. 1.],[0. 1.],0.7999999941005648,0.7999999941005648,0.7634999943697267,0.42493263858743613,0.0,0.7634999943697267,0.42493263858743613,0.0
354,32,0.2,[0. 1.],[0. 1.],0.7999999939751951,0.7999999939751951,0.7634999942500768,0.42493263852084406,0.0,0.7634999942500768,0.42493263852084406,0.0
355,32,0.30000000000000004,[0. 1.],[0. 1.],0.7999999937679967,0.7999999937679967,0.763499994052332,0.4249326384107874,0.0,0.763499994052332,0.4249326384107874,0.0
356,32,0.4,[0. 1.],[0. 1.],0.7999999934765615,0.7999999934765615,0.7634999937741932,0.4249326382559869,0.0,0.7634999937741932,0.4249326382559869,0.0
357,32,0.5,[0. 1.],[0. 1.],0.7999999930975783,0.7999999930975783,0.7634999934125012,0.424932638054684,0.0,0.7634999934125012,0.424932638054684,0.0
358,32,0.6000000000000001,[0. 1.],[0. 1.],0.7999999926268611,0.7999999926268611,0.7634999929632605,0.4249326378046551,0.0,0.7634999929632605,0.4249326378046551,0.0
359,32,0.7000000000000001,[0. 1.],[0. 1.],0.7999999920593854,0.7999999920593854,0.7634999924216758,0.42493263750323146,0.0,0.7634999924216758,0.42493263750323146,0.0
360,32,0.8,[0. 1.],[0. 1.],0.7999999702254604,0.7999999702254604,0.7634999715839236,0.4249326259057972,0.0,0.7634999715839236,0.4249326259057972,0.0
361,32,0.9,[0. 1.],[0. 1.],0.7999999675765941,0.7999999675765941,0.7634999690559118,0.42493262449881,0.0,0.7634999690559118,0.42493262449881,0.0
362,32,1.0,[0. 1.],[0. 1.],0.7999999645413535,0.7999999645413535,0.7634999661591543,0.42493262288659395,0.0,0.7634999661591543,0.42493262288659395,0.0
363,33,0.0,[0. 1.],[0. 1.],1.000000008716652,1.000000008716652,0.7635000066551638,0.4249326454250044,0.0,0.7635000066551638,0.4249326454250044,0.0
364,33,0.1,[0. 1.],[0. 1.],1.0000000087890617,1.0000000087890617,0.7635000067104487,0.4249326454557736,0.0,0.7635000067104487,0.4249326454557736,0.0
365,33,0.2,[0. 1.],[0. 1.],1.0000000014991335,1.0000000014991335,0.7635000011445885,0.4249326423580452,0.0,0.7635000011445885,0.4249326423580452,0.0
366,33,0.30000000000000004,[0. 1.],[0. 1.],1.0000000015489434,1.0000000015489434,0.7635000011826184,0.424932642379211,0.0,0.7635000011826184,0.424932642379211,0.0
367,33,0.4,[0. 1.],[0. 1.],1.0000000016186104,1.0000000016186104,0.7635000012358091,0.4249326424088148,0.0,0.7635000012358091,0.4249326424088148,0.0
368,33,0.5,[0. 1.],[0. 1.],1.0000000017081456,1.0000000017081456,0.763500001304169,0.4249326424468613,0.0,0.763500001304169,0.4249326424468613,0.0
369,33,0.6000000000000001,[0. 1.],[0. 1.],1.0000000018175612,1.0000000018175612,0.7635000013877079,0.4249326424933555,0.0,0.7635000013877079,0.4249326424933555,0.0
370,33,0.7000000000000001,[0. 1.],[0. 1.],1.00000000194687,1.00000000194687,0.7635000014864352,0.42493264254830293,0.0,0.7635000014864352,0.42493264254830293,0.0
371,33,0.8,[0. 1.],[0. 1.],1.000000002096086,1.000000002096086,0.7635000016003618,0.42493264261170977,0.0,0.7635000016003618,0.42493264261170977,0.0
372,33,0.9,[0. 1.],[0. 1.],1.0000000022652265,1.0000000022652265,0.7635000017295004,0.424932642683583,0.0,0.7635000017295004,0.424932642683583,0.0
373,33,1.0,[0. 1.],[0. 1.],1.0000000249344072,1.0000000249344072,0.7635000190374198,0.424932652316458,0.0,0.7635000190374198,0.424932652316458,0.0
374,34,0.0,[0.571 0.429],[0.571 0.429],0.34285714285727076,0.34285714285727076,1.4907000000006807,0.952580514505098,0.1836734693878143,1.490700000000464,0.952580514504894,0.1836734693878143
375,34,0.1,[1. 0.],[1. 0.],0.599999987620829,0.599999987620829,2.2322999539432944,1.3090976431437549,0.0,2.2322999539432944,1.3090976431437549,0.0
376,34,0.2,[1. 0.],[1. 0.],0.5999999873463361,0.5999999873463361,2.2322999529220433,1.3090976425448582,0.0,2.2322999529220433,1.3090976425448582,0.0
377,34,0.30000000000000004,[1. 0.],[1. 0.],0.5999999868926778,0.5999999868926778,2.232299951234207,1.3090976415550533,0.0,2.232299951234207,1.3090976415550533,0.0
378,34,0.4,[1. 0.],[1. 0.],0.5999999862572614,0.5999999862572614,2.2322999488701405,1.3090976401686831,0.0,2.2322999488701405,1.3090976401686831,0.0
379,34,0.5,[1. 0.],[1. 0.],0.5999999854366541,0.5999999854366541,2.2322999458170716,1.309097638378258,0.0,2.2322999458170716,1.309097638378258,0.0
380,34,0.6000000000000001,[1. 0.],[1. 0.],0.5999999844265665,0.5999999844265665,2.2322999420590404,1.309097636174419,0.0,2.2322999420590404,1.309097636174419,0.0
381,34,0.7000000000000001,[1. 0.],[1. 0.],0.5999999832218381,0.5999999832218381,2.2322999375768484,1.3090976335459068,0.0,2.2322999375768484,1.3090976335459068,0.0
382,34,0.8,[1. 0.],[1. 0.],0.5999999818164328,0.5999999818164328,2.2322999323480377,1.3090976304795523,0.0,2.2322999323480377,1.3090976304795523,0.0
383,34,0.9,[0. 1.],[0. 1.],0.7999999972814043,0.7999999972814043,0.7634999974054401,0.4249326402769893,0.0,0.7634999974054401,0.4249326402769893,0.0
384,34,1.0,[0. 1.],[0. 1.],0.7999999971265849,0.7999999971265849,0.7634999972576845,0.4249326401947546,0.0,0.7634999972576845,0.4249326401947546,0.0
385,35,0.0,[0. 1.],[0. 1.],1.000000008716652,1.000000008716652,0.7635000066551638,0.4249326454250044,0.0,0.7635000066551638,0.4249326454250044,0.0
386,35,0.1,[0. 1.],[0. 1.],1.0000000087890617,1.0000000087890617,0.7635000067104487,0.4249326454557736,0.0,0.7635000067104487,0.4249326454557736,0.0
387,35,0.2,[0. 1.],[0. 1.],1.0000000014991335,1.0000000014991335,0.7635000011445885,0.4249326423580452,0.0,0.7635000011445885,0.4249326423580452,0.0
388,35,0.30000000000000004,[0. 1.],[0. 1.],1.0000000015489434,1.0000000015489434,0.7635000011826184,0.424932642379211,0.0,0.7635000011826184,0.424932642379211,0.0
389,35,0.4,[0. 1.],[0. 1.],1.0000000016186104,1.0000000016186104,0.7635000012358091,0.4249326424088148,0.0,0.7635000012358091,0.4249326424088148,0.0
390,35,0.5,[0. 1.],[0. 1.],1.0000000017081456,1.0000000017081456,0.763500001304169,0.4249326424468613,0.0,0.763500001304169,0.4249326424468613,0.0
391,35,0.6000000000000001,[0. 1.],[0. 1.],1.0000000018175612,1.0000000018175612,0.7635000013877079,0.4249326424933555,0.0,0.7635000013877079,0.4249326424933555,0.0
392,35,0.7000000000000001,[0. 1.],[0. 1.],1.00000000194687,1.00000000194687,0.7635000014864352,0.42493264254830293,0.0,0.7635000014864352,0.42493264254830293,0.0
393,35,0.8,[0. 1.],[0. 1.],1.000000002096086,1.000000002096086,0.7635000016003618,0.42493264261170977,0.0,0.7635000016003618,0.42493264261170977,0.0
394,35,0.9,[0. 1.],[0. 1.],1.0000000022652265,1.0000000022652265,0.7635000017295004,0.424932642683583,0.0,0.7635000017295004,0.424932642683583,0.0
395,35,1.0,[0. 1.],[0. 1.],1.0000000249344072,1.0000000249344072,0.7635000190374198,0.424932652316458,0.0,0.7635000190374198,0.424932652316458,0.0
396,36,0.0,[0. 1.],[0. 1.],0.8000000043211121,0.8000000043211121,0.7635000041239611,0.4249326440162413,0.0,0.7635000041239611,0.4249326440162413,0.0
397,36,0.1,[0. 1.],[0. 1.],0.8000000018817622,0.8000000018817622,0.7635000017959066,0.4249326427205421,0.0,0.7635000017959066,0.4249326427205421,0.0
398,36,0.2,[0. 1.],[0. 1.],0.8000000019080801,0.8000000019080801,0.763500001821024,0.4249326427345213,0.0,0.763500001821024,0.4249326427345213,0.0
399,36,0.30000000000000004,[0. 1.],[0. 1.],0.8000000019596886,0.8000000019596886,0.7635000018702777,0.4249326427619339,0.0,0.7635000018702777,0.4249326427619339,0.0
400,36,0.4,[0. 1.],[0. 1.],0.8000000020358968,0.8000000020358968,0.763500001943009,0.4249326428024132,0.0,0.763500001943009,0.4249326428024132,0.0
