risk,K,n,seed,gamma,alpha,epsilon,epsilon_scr,support_kappa,support_tau,kappa,tau,max_candidates,n_screen_starts,n_support_starts,screen_maxiter,support_maxiter,stochastic_max_iter,stochastic_minibatch_size,stochastic_entropy_kappa,stochastic_smoothing_tau,stochastic_step_size,stochastic_step_decay,stochastic_logit_bound,stochastic_gradient_clip_norm,stochastic_record_every,stochastic_certify_every,stochastic_regret_tolerance,methods,qptas_success,qptas_time_s,qptas_eta,qptas_regret1,qptas_regret2,qptas_has_profile,qptas_error,qptas_solver,qptas_candidate_index,qptas_support_eta,qptas_screen_eta,qptas_best_screen_eta,qptas_best_screen_success,qptas_best_screen_violation,qptas_best_screen_candidate_index,qptas_best_screen_message,qptas_support_violation,qptas_residual_norm,qptas_objective,qptas_iterations,qptas_best_certificate_eta,qptas_best_certificate_iteration,qptas_profiles_checked,qptas_total_profiles,qptas_best_response_solves,qptas_sampling_seed,qptas_termination_reason,eta_diff_qptas_minus_mcp,time_ratio_qptas_over_mcp,x_l1_qptas_minus_mcp,y_l1_qptas_minus_mcp
msd,100,5,1000641,0.5,nan,0.01,0.006666666666666667,3,10,3,10,1000,3,20,1000,1000,1000,10,0.1,0.02,1.0,0.5,20.0,,0,100,0.001,qptas,True,0.053352346999986366,0.009615577874911851,0.009615577874911851,0.0025349821767178815,True,,highs,,nan,nan,nan,,nan,,,nan,nan,nan,,nan,,13,1225,18,1000641,epsilon_reached,nan,nan,nan,nan
