risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,selected_stage,stage_improvement,stage_relative_improvement,stage_termination_reason,continuation_stop_reason,residual_norm,objective,eta,regret1,regret2,theta1,theta2
cvar,250,20,3502125,0.5,0.5,0.1,0.02,20.0,0.5,500,16,0.001,100,100,full_batch,0,0,0,False,nan,nan,max_iter,,0.024554507320169467,0.00030146191486812797,0.002306303183700009,0.0017843827482205699,0.002306303183700009,0.500774147688819,0.5003224532045079
cvar,250,20,3502125,0.5,0.5,0.1,0.02,20.0,0.5,500,16,0.001,100,100,full_batch,0,100,100,False,nan,nan,max_iter,,0.7071066613176572,0.24999991523990198,0.0022028609772535845,0.001691583575245903,0.0022028609772535845,0.18717444481291604,-14.135380327357217
cvar,250,20,3502125,0.5,0.5,0.1,0.02,20.0,0.5,500,16,0.001,100,100,full_batch,0,200,200,False,nan,nan,max_iter,,0.7071066428050219,0.2499999021494944,0.0022022277196322992,0.001690750375210548,0.0022022277196322992,0.1879702997539587,-14.135380327357217
cvar,250,20,3502125,0.5,0.5,0.1,0.02,20.0,0.5,500,16,0.001,100,100,full_batch,0,300,300,False,nan,nan,max_iter,,0.7071066378866346,0.24999989867167013,0.0022021258588364456,0.0016906134783989946,0.0022021258588364456,0.18860369833987686,-14.135380327357217
cvar,250,20,3502125,0.5,0.5,0.1,0.02,20.0,0.5,500,16,0.001,100,100,full_batch,0,400,400,False,nan,nan,max_iter,,0.7071066338547523,0.24999989582069934,0.002202100747229596,0.0016905791714575957,0.002202100747229596,0.18915389409656896,-14.135380327357217
cvar,250,20,3502125,0.5,0.5,0.1,0.02,20.0,0.5,500,16,0.001,100,100,full_batch,0,500,500,False,nan,nan,max_iter,,0.7071066301385257,0.2499998931929309,0.0022020930108422876,0.0016905684558322642,0.0022020930108422876,0.18965158249722935,-14.135380327357217
cvar,250,20,3502125,0.5,0.5,0.03,0.01,19.0,0.5,1500,16,0.001,100,100,full_batch,1,0,500,False,0.0001856886516962697,0.08432370966258364,max_iter,,0.7071539671612534,0.25003336663594955,0.002202093010842454,0.0016905684558323752,0.002202093010842454,0.18965158249722935,-14.135380327357217
cvar,250,20,3502125,0.5,0.5,0.03,0.01,19.0,0.5,1500,16,0.001,100,100,full_batch,1,100,600,False,0.0001856886516962697,0.08432370966258364,max_iter,,0.7071311167707943,0.25001720815275535,0.002129537325685993,0.0016322077406852875,0.002129537325685993,0.189651583660556,-14.135380327357217
cvar,250,20,3502125,0.5,0.5,0.03,0.01,19.0,0.5,1500,16,0.001,100,100,full_batch,1,200,700,False,0.0001856886516962697,0.08432370966258364,max_iter,,0.7071249343946749,0.25001283642133665,0.0021050551451544663,0.0016121044515053917,0.0021050551451544663,0.18965158417705627,-14.135380327357217
cvar,250,20,3502125,0.5,0.5,0.03,0.01,19.0,0.5,1500,16,0.001,100,100,full_batch,1,300,800,False,0.0001856886516962697,0.08432370966258364,max_iter,,0.7071212819342801,0.2500102536821899,0.0020887551520091807,0.0015985087470461457,0.0020887551520091807,0.18965158457339742,-14.135380327357217
cvar,250,20,3502125,0.5,0.5,0.03,0.01,19.0,0.5,1500,16,0.001,100,100,full_batch,1,400,900,False,0.0001856886516962697,0.08432370966258364,max_iter,,0.7071187826370722,0.2500084863790675,0.0020762877931883583,0.001588217439658146,0.0020762877931883583,0.18965158490747963,-14.135380327357217
cvar,250,20,3502125,0.5,0.5,0.03,0.01,19.0,0.5,1500,16,0.001,100,100,full_batch,1,500,1000,False,0.0001856886516962697,0.08432370966258364,max_iter,,0.7071169419860392,0.2500071848218438,0.0020662812139846665,0.0015799263057211244,0.0020662812139846665,0.18965158520176717,-14.135380327357217
cvar,250,20,3502125,0.5,0.5,0.03,0.01,19.0,0.5,1500,16,0.001,100,100,full_batch,1,600,1100,False,0.0001856886516962697,0.08432370966258364,max_iter,,0.7071155234045906,0.25000618171987404,0.0020579698240327238,0.0015730439901108784,0.0020579698240327238,0.1896515854677876,-14.135380327357217
