risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,selected_stage,residual_norm,objective,eta,regret1,regret2,theta1,theta2
cvar,30,20,1302124,0.5,0.5,0.1,0.02,4.0,0.5,2000,6,0.001,100,100,full_batch,0,0,0,False,0.0722809615611857,0.0026122687021048023,0.012913611747000009,0.009900744391243832,0.012913611747000009,0.5032115985891893,0.4987373471568187
cvar,30,20,1302124,0.5,0.5,0.1,0.02,4.0,0.5,2000,6,0.001,100,100,full_batch,0,100,100,False,0.7085392225176765,0.25101391492297676,0.01186585187643835,0.0091472752484974,0.01186585187643835,-0.03480164113715766,0.832967966146587
cvar,30,20,1302124,0.5,0.5,0.1,0.02,4.0,0.5,2000,6,0.001,100,100,full_batch,0,200,200,False,0.7078617593197484,0.25053413515362466,0.011629720713452418,0.009027991236637667,0.011629720713452418,-0.034801639024207395,0.8328984107954834
cvar,30,20,1302124,0.5,0.5,0.1,0.02,4.0,0.5,2000,6,0.001,100,100,full_batch,0,300,300,False,0.7075705301105868,0.2503280275404884,0.011508438485962391,0.008966133827332301,0.011508438485962391,-0.03480163740227551,0.8328439820359134
cvar,30,20,1302124,0.5,0.5,0.1,0.02,4.0,0.5,2000,6,0.001,100,100,full_batch,0,400,400,False,0.7074151213216323,0.2502180769372499,0.011434692867777763,0.008925109947609977,0.011434692867777763,-0.03480163603446304,0.8327975193348385
cvar,30,20,1302124,0.5,0.5,0.1,0.02,4.0,0.5,2000,6,0.001,100,100,full_batch,0,500,500,False,0.7073224480108117,0.2501525227300037,0.011386183910322367,0.008897592205230676,0.011386183910322367,-0.03480163482902119,0.8327562123387479
cvar,30,20,1302124,0.5,0.5,0.1,0.02,4.0,0.5,2000,6,0.001,100,100,full_batch,0,600,600,False,0.7072631641258244,0.2501105916646364,0.011352372252973197,0.008876320179695418,0.011352372252973197,-0.03480163373891465,0.8327186047849728
cvar,30,20,1302124,0.5,0.5,0.1,0.02,4.0,0.5,2000,6,0.001,100,100,full_batch,0,700,700,False,0.7072233196466121,0.25008241192598707,0.011327991739822574,0.008860475960830727,0.011327991739822574,-0.034801632736211244,0.8326838239488514
cvar,30,20,1302124,0.5,0.5,0.1,0.02,4.0,0.5,2000,6,0.001,100,100,full_batch,0,800,800,False,0.707195528572391,0.25006275781639176,0.011309981495499444,0.008848253659318739,0.011309981495499444,-0.034801631802715435,0.8326512967946798
cvar,30,20,1302124,0.5,0.5,0.1,0.02,4.0,0.5,2000,6,0.001,100,100,full_batch,0,900,900,False,0.7071755718743343,0.2500486447278959,0.01129643821169507,0.008838606211083289,0.01129643821169507,-0.034801630925789966,0.8326206225411202
