risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,selected_stage,residual_norm,objective,eta,regret1,regret2,theta1,theta2
msd,100,20,1002123,0.5,nan,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,0,0,False,0.04206215224019489,0.000884612325538666,0.00940034226682579,0.00940034226682579,0.003913588771301324,nan,nan
msd,100,20,1002123,0.5,nan,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,100,100,False,0.02855896340426746,0.000407807195363144,0.009160914471403214,0.009160914471403214,0.0038286358606394177,nan,nan
msd,100,20,1002123,0.5,nan,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,200,200,False,0.02406323539733292,0.000289519648893728,0.0090827153251683,0.0090827153251683,0.0038005770387714577,nan,nan
msd,100,20,1002123,0.5,nan,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,300,300,False,0.02110185585825103,0.00022264416033120163,0.0090316618543132,0.0090316618543132,0.003781892121016761,nan,nan
msd,100,20,1002123,0.5,nan,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,400,400,False,0.018891912971886537,0.0001784521878686674,0.008994081499683448,0.008994081499683448,0.0037679582616710894,nan,nan
msd,100,20,1002123,0.5,nan,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,500,500,False,0.01713862305254742,0.00014686620006865492,0.008964346725333194,0.008964346725333194,0.003756941082865395,nan,nan
msd,100,20,1002123,0.5,nan,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,600,600,False,0.015694828710399056,0.00012316382412438327,0.008939921868896639,0.008939921868896639,0.003747870123656294,nan,nan
msd,100,20,1002123,0.5,nan,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,700,700,False,0.014475360247798306,0.00010476802715176971,0.00891934041141329,0.00891934041141329,0.003740313766332548,nan,nan
msd,100,20,1002123,0.5,nan,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,800,800,False,0.013426113137706095,9.01302569932421e-05,0.008901671421376545,0.008901671421376545,0.0037338309832215533,nan,nan
msd,100,20,1002123,0.5,nan,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,900,900,False,0.01251042441681523,7.825535954442336e-05,0.008886284544620482,0.008886284544620482,0.003728749579528179,nan,nan
msd,100,20,1002123,0.5,nan,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,1000,1000,False,0.011702238728359153,6.847119562775442e-05,0.008872732149666052,0.008872732149666052,0.0037243028494876596,nan,nan
msd,100,20,1002123,0.5,nan,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,1100,1100,False,0.010982348270857306,6.0305986771201235e-05,0.008860684503085858,0.008860684503085858,0.0037203491978522463,nan,nan
msd,100,20,1002123,0.5,nan,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,1200,1200,False,0.010336174935526287,5.341825614890092e-05,0.008849891544664257,0.008849891544664257,0.003716806279152829,nan,nan
