risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,selected_stage,residual_norm,objective,eta,regret1,regret2,theta1,theta2
msd,30,20,302123,0.5,nan,0.1,0.02,10.0,0.5,2000,6,0.001,100,100,full_batch,0,0,0,False,0.06938924242737472,0.00240743348232249,0.014194061668509617,0.013391379516060287,0.014194061668509617,nan,nan
msd,30,20,302123,0.5,nan,0.1,0.02,10.0,0.5,2000,6,0.001,100,100,full_batch,0,100,100,False,0.011499226421068915,6.611610414150471e-05,0.013213138012788672,0.012039896992692312,0.013213138012788672,nan,nan
msd,30,20,302123,0.5,nan,0.1,0.02,10.0,0.5,2000,6,0.001,100,100,full_batch,0,200,200,False,0.005403990062398788,1.460155429725243e-05,0.01317269727376369,0.011930668612851913,0.01317269727376369,nan,nan
msd,30,20,302123,0.5,nan,0.1,0.02,10.0,0.5,2000,6,0.001,100,100,full_batch,0,300,300,False,0.0030615221482756336,4.686458932191126e-06,0.013164220117014624,0.011891001963970527,0.013164220117014624,nan,nan
msd,30,20,302123,0.5,nan,0.1,0.02,10.0,0.5,2000,6,0.001,100,100,full_batch,0,400,400,False,0.0019085400566898152,1.8212625739947814e-06,0.013163805289430008,0.011872150934545578,0.013163805289430008,nan,nan
msd,30,20,302123,0.5,nan,0.1,0.02,10.0,0.5,2000,6,0.001,100,100,full_batch,0,500,500,False,0.0012639813924308417,7.988244802057048e-07,0.01316450955836701,0.01186187887448481,0.01316450955836701,nan,nan
msd,30,20,302123,0.5,nan,0.1,0.02,10.0,0.5,2000,6,0.001,100,100,full_batch,0,600,600,False,0.0008735263819676728,3.8152416999676627e-07,0.013165402052269959,0.011855772800175357,0.013165402052269959,nan,nan
msd,30,20,302123,0.5,nan,0.1,0.02,10.0,0.5,2000,6,0.001,100,100,full_batch,0,700,700,False,0.0006233264469569945,1.9426792973801545e-07,0.013166225815543608,0.01185191394694074,0.013166225815543608,nan,nan
msd,30,20,302123,0.5,nan,0.1,0.02,10.0,0.5,2000,6,0.001,100,100,full_batch,0,800,800,False,0.0004561273357396789,1.0402607320448889e-07,0.013166921026803946,0.01184936080833382,0.013166921026803946,nan,nan
msd,30,20,302123,0.5,nan,0.1,0.02,10.0,0.5,2000,6,0.001,100,100,full_batch,0,900,900,False,0.0003406705982377817,5.802822825184403e-08,0.013167488275323103,0.011847609910405288,0.013167488275323103,nan,nan
msd,30,20,302123,0.5,nan,0.1,0.02,10.0,0.5,2000,6,0.001,100,100,full_batch,0,1000,1000,False,0.0002588061715529913,3.349031721695818e-08,0.013167945032991457,0.011846373960892498,0.013167945032991457,nan,nan
msd,30,20,302123,0.5,nan,0.1,0.02,10.0,0.5,2000,6,0.001,100,100,full_batch,0,1100,1100,False,0.00019947545807978036,1.9895229188069105e-08,0.013168311285329026,0.011845480440833112,0.013168311285329026,nan,nan
msd,30,20,302123,0.5,nan,0.1,0.02,10.0,0.5,2000,6,0.001,100,100,full_batch,0,1200,1200,False,0.00015567389271123542,1.2117180435934618e-08,0.013168605023031243,0.01184482137973425,0.013168605023031243,nan,nan
msd,30,20,302123,0.5,nan,0.1,0.02,10.0,0.5,2000,6,0.001,100,100,full_batch,0,1300,1300,False,0.00012282023148002782,7.542404630403808e-09,0.013168841174337031,0.01184432684915937,0.013168841174337031,nan,nan
