risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,theta_step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,start_index,start_iteration,selected_stage,stage_improvement,stage_relative_improvement,stage_termination_reason,continuation_stop_reason,residual_norm,objective,eta,regret1,regret2,theta1,theta2
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,1200,1200,1,300,True,nan,nan,max_iter,,0.7237251099155704,0.2618890173611522,0.013380734610621836,0.013380734610621836,0.007796219689394923,-886.0608995628917,-2899.6101511843535
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,1300,1300,1,400,True,nan,nan,max_iter,,0.7155099245769654,0.25597722608406737,0.015357739557915084,0.015357739557915084,0.00696390107874556,-886.0608995628917,-2899.6101511843535
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,1400,1400,1,500,True,nan,nan,max_iter,,0.7128918880439412,0.2541074220194276,0.01574784321446865,0.01574784321446865,0.007101185989656811,-886.0608995628917,-2899.6101511843535
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,1500,1500,1,600,True,nan,nan,max_iter,,0.7115865160406776,0.2531776849054547,0.015620628070439069,0.015620628070439069,0.007313667598521811,-886.0608995628917,-2899.6101511843535
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,1600,1600,1,700,True,nan,nan,max_iter,,0.7108283945808151,0.2526385032711695,0.015468696160004014,0.015468696160004014,0.007432047312464274,-886.0608995628917,-2899.6101511843535
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,1700,1700,1,800,True,nan,nan,max_iter,,0.7103556082385672,0.25230254507799244,0.015374320385013296,0.015374320385013296,0.007490126429470001,-886.0608995628917,-2899.6101511843535
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,1700,1700,2,0,True,nan,nan,max_iter,,0.443984980606992,0.09856133150229553,0.09425139450495679,0.09425139450495679,0.06876596472779017,0.4978258161755228,0.5090411286573845
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,1800,1800,2,100,True,nan,nan,max_iter,,0.7901073531345578,0.3121348147386484,0.02287366859042228,0.004604525755058209,0.02287366859042228,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,1900,1900,2,200,True,nan,nan,max_iter,,0.7501099495560349,0.2813324682114786,0.021909366100629102,0.0051134293737843395,0.021909366100629102,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2000,2000,2,300,True,nan,nan,max_iter,,0.7268962724769928,0.2641890954704733,0.018094112940839846,0.004134830761130748,0.018094112940839846,-1725.3984066684288,-1675.6547234731866
