risk,K,n,seed,gamma,alpha,epsilon,epsilon_scr,support_kappa,support_tau,kappa,tau,max_candidates,n_screen_starts,n_support_starts,screen_maxiter,support_maxiter,stochastic_max_iter,stochastic_minibatch_size,stochastic_entropy_kappa,stochastic_smoothing_tau,stochastic_step_size,stochastic_step_decay,stochastic_logit_bound,stochastic_gradient_clip_norm,stochastic_record_every,stochastic_certify_every,stochastic_regret_tolerance,methods,mcp_success,mcp_time_s,mcp_eta,mcp_regret1,mcp_regret2,mcp_has_profile,mcp_error,mcp_solver,mcp_candidate_index,mcp_support_eta,mcp_screen_eta,mcp_best_screen_eta,mcp_best_screen_success,mcp_best_screen_violation,mcp_best_screen_candidate_index,mcp_best_screen_message,mcp_support_violation,mcp_residual_norm,mcp_objective,mcp_iterations,mcp_best_certificate_eta,mcp_best_certificate_iteration
cvar,500,10,6001142,0.5,0.5,0.01,0.006666666666666667,4,23,4,23,1000,3,20,1000,1000,1000,23,0.1,0.02,1.0,0.5,20.0,,0,100,0.001,mcp,False,236.17719333805144,nan,nan,nan,False,Cannot load a SolverResults object with bad status: error,,,nan,nan,nan,,nan,,,nan,nan,nan,,nan,
