risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,max_iter,minibatch_size,step_size,step_decay,regret_tolerance,record_every,certify_every,continuation,continuation_stages,continuation_kappa,continuation_tau,continuation_max_iter,continuation_total_max_iter,methods,full_batch_success,full_batch_time_s,full_batch_solve_time_s,full_batch_eta,full_batch_regret1,full_batch_regret2,full_batch_residual_norm,full_batch_objective,full_batch_iterations,full_batch_has_profile,full_batch_history_len,full_batch_best_residual_norm,full_batch_best_objective,full_batch_best_certificate_eta,full_batch_best_certificate_iteration,full_batch_selected_stage,full_batch_selected_kappa,full_batch_selected_tau,full_batch_stages_completed,full_batch_theta1,full_batch_theta2,full_batch_error,minibatch_success,minibatch_time_s,minibatch_solve_time_s,minibatch_eta,minibatch_regret1,minibatch_regret2,minibatch_residual_norm,minibatch_objective,minibatch_iterations,minibatch_has_profile,minibatch_history_len,minibatch_best_residual_norm,minibatch_best_objective,minibatch_best_certificate_eta,minibatch_best_certificate_iteration,minibatch_selected_stage,minibatch_selected_kappa,minibatch_selected_tau,minibatch_stages_completed,minibatch_theta1,minibatch_theta2,minibatch_error,eta_diff_minibatch_minus_full_batch,residual_diff_minibatch_minus_full_batch,time_ratio_minibatch_over_full_batch,x_l1_minibatch_minus_full_batch,y_l1_minibatch_minus_full_batch
cvar,30,20,1302123,0.5,0.5,0.1,0.02,2000,6,4.0,0.5,0.001,100,100,True,4,"0.1,0.03,0.01,0.003","0.02,0.01,0.005,0.002","2000,2000,2000,2000",8000,"full_batch,minibatch",False,1136.2988343331963,1135.310891749803,0.005857795526757692,0.005857795526757692,0.005856678579498842,0.7113183161393102,0.2529868734376318,8000,True,84,0.7111941425097367,0.25289855417007984,0.005857795526757692,7300,3,0.003,0.002,4,0.8922424421087058,4.628182703371423,,False,1116.0361514999531,1115.8681930401362,0.008973205903199277,0.006716815841523616,0.008973205903199277,0.7077401672777438,0.2504480721891644,8000,True,84,0.7077401672777438,0.2504480721891644,0.008973205903199277,8000,3,0.003,0.002,4,-4.418597823849123,-2.4079948130286946,,0.0031154103764415852,-0.003578148861566377,0.9821678222127775,0.17639063135594224,0.1569701020238997
