risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,selected_stage,residual_norm,objective,eta,regret1,regret2,theta1,theta2
msd,30,20,302125,0.5,nan,0.1,0.02,2.0,0.5,2000,6,0.001,100,100,full_batch,0,0,0,False,0.07245898281154298,0.0026251520950417405,0.02043072023371184,0.012056670989044227,0.02043072023371184,nan,nan
msd,30,20,302125,0.5,nan,0.1,0.02,2.0,0.5,2000,6,0.001,100,100,full_batch,0,100,100,False,0.04917180959562883,0.0012089334294543876,0.019842486513830526,0.01172343803522502,0.019842486513830526,nan,nan
msd,30,20,302125,0.5,nan,0.1,0.02,2.0,0.5,2000,6,0.001,100,100,full_batch,0,200,200,False,0.04154055731625782,0.0008628089510726504,0.01966752217409523,0.011616909794252839,0.01966752217409523,nan,nan
msd,30,20,302125,0.5,nan,0.1,0.02,2.0,0.5,2000,6,0.001,100,100,full_batch,0,300,300,False,0.03653978247902518,0.0006675778518072377,0.019558890734552636,0.011547026387768111,0.019558890734552636,nan,nan
msd,30,20,302125,0.5,nan,0.1,0.02,2.0,0.5,2000,6,0.001,100,100,full_batch,0,400,400,False,0.03281907013943735,0.0005385456824086542,0.019481655458697955,0.011495045159152839,0.019481655458697955,nan,nan
msd,30,20,302125,0.5,nan,0.1,0.02,2.0,0.5,2000,6,0.001,100,100,full_batch,0,500,500,False,0.029872643458524417,0.00044618741360006085,0.019422944765500216,0.01145392282024027,0.019422944765500216,nan,nan
msd,30,20,302125,0.5,nan,0.1,0.02,2.0,0.5,2000,6,0.001,100,100,full_batch,0,600,600,False,0.027449071760385736,0.00037672577025340284,0.01937702094687299,0.011420148442660816,0.01937702094687299,nan,nan
msd,30,20,302125,0.5,nan,0.1,0.02,2.0,0.5,2000,6,0.001,100,100,full_batch,0,700,700,False,0.025403346674458795,0.00032266501113136837,0.01933968351651988,0.011391692416473642,0.01933968351651988,nan,nan
msd,30,20,302125,0.5,nan,0.1,0.02,2.0,0.5,2000,6,0.001,100,100,full_batch,0,800,800,False,0.023643630469758554,0.00027951063089524757,0.019308680012895374,0.011367266713028013,0.019308680012895374,nan,nan
msd,30,20,302125,0.5,nan,0.1,0.02,2.0,0.5,2000,6,0.001,100,100,full_batch,0,900,900,False,0.022107857073383804,0.0002443786721885831,0.019282532468290092,0.011346213999977428,0.019282532468290092,nan,nan
