risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,selected_stage,residual_norm,objective,eta,regret1,regret2,theta1,theta2
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,0,0,False,0.03740394523075575,0.0006995275594126879,0.004041301247864448,0.0034874596906190325,0.004041301247864448,0.5004796846004519,0.5000634605358538
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,100,100,False,0.7079016631821601,0.2505623823680342,0.003818908100341911,0.0035273982414779637,0.003818908100341911,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,200,200,False,0.7076788863341915,0.2504047030816008,0.0037467309197597443,0.0035471780932564423,0.0037467309197597443,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,300,300,False,0.707551617905775,0.25031464600053993,0.0037001108260522053,0.0035610108099738413,0.0037001108260522053,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,400,400,False,0.7074667720010331,0.2502546167427809,0.00366545712623384,0.003572112367566438,0.00366545712623384,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,500,500,False,0.7074056469089104,0.250211374639307,0.0036380344331271575,0.0035809373362084562,0.0036380344331271575,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,600,600,False,0.7073594424808975,0.2501786904334431,0.0036160065164442257,0.0035887893069737054,0.0036160065164442257,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,700,700,False,0.707323336825705,0.25015315140912486,0.003597588883632763,0.0035953801132295737,0.003597588883632763,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,800,800,False,0.7072944208275637,0.2501326988668994,0.00360088605374409,0.00360088605374409,0.003581887551150631,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,900,900,False,0.7072708176134763,0.2501160047238176,0.0036055723598438782,0.0036055723598438782,0.003568300832654747,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,1000,1000,False,0.7072512546009015,0.25010216856727463,0.003609667375113146,0.003609667375113146,0.0035564038398009368,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,1100,1100,False,0.707234835143802,0.25009055602044045,0.0036133169487425065,0.0036133169487425065,0.003545885221348355,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,1200,1200,False,0.7072209078006078,0.2500807062151579,0.0036167158871850402,0.0036167158871850402,0.0035365100100980817,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,1300,1300,False,0.7072089872491979,0.25007227582301805,0.0036197859495044615,0.0036197859495044615,0.0035280964737645637,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,1400,1400,False,0.7071987042707459,0.250065003661111,0.0036225751476462453,0.0036225751476462453,0.0035205007670220945,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,1500,1500,False,0.7071897729365478,0.25005868747302307,0.003625123338362679,0.003625123338362679,0.0035136095623430896,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,1600,1600,False,0.7071819684077296,0.25005316822051554,0.003627547466574954,0.003627547466574954,0.003507329231508094,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,1700,1700,False,0.7071751115157763,0.2500483191736753,0.0036297780325554863,0.0036297780325554863,0.0035016171895942416,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,1800,1800,False,0.707169057807299,0.2500440381600315,0.0036318378738224855,0.0036318378738224855,0.0034963830227028314,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,1900,1900,False,0.7071636896051405,0.25004024194797775,0.003633746213226152,0.003633746213226152,0.0034915569100960053,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.1,0.02,2.0,0.5,2000,10,0.001,100,100,full_batch,0,2000,2000,False,0.707158910154283,0.25003686210529663,0.0036355193731082425,0.0036355193731082425,0.0034870942463295362,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.03,0.01,2.0,0.5,2000,10,0.001,100,100,full_batch,1,0,2000,False,0.7081641867338742,0.2507482576862247,0.003597588883633096,0.0035953801132296848,0.003597588883633096,-0.7536418267033523,3.0485709894327915
cvar,100,20,2002124,0.5,0.5,0.03,0.01,2.0,0.5,2000,10,0.001,100,100,full_batch,1,100,2100,False,0.708092574917339,0.25069754732653365,0.0036077391874974607,0.0036077391874974607,0.0035205567309917196,-0.7536418267033523,3.0485709894327915
