risk,K,n,seed,gamma,alpha,epsilon,payoff_model,payoff_populations,payoff_population_ids,payoff_numpy_version,epsilon_scr,support_kappa,support_tau,kappa,tau,max_candidates,n_screen_starts,n_support_starts,screen_maxiter,support_maxiter,stochastic_max_iter,stochastic_minibatch_size,stochastic_entropy_kappa,stochastic_smoothing_tau,stochastic_step_size,stochastic_theta_step_size,stochastic_step_decay,stochastic_logit_bound,stochastic_gradient_clip_norm,stochastic_record_every,stochastic_certify_every,stochastic_regret_tolerance,stochastic_n_random_starts,stochastic_stagnation_window,stochastic_stagnation_rtol,stochastic_stagnation_atol,stochastic_jit_updates,methods,qptas_screened_success,qptas_screened_time_s,qptas_screened_eta,qptas_screened_regret1,qptas_screened_regret2,qptas_screened_has_profile,qptas_screened_error,qptas_screened_solver,qptas_screened_candidate_index,qptas_screened_support_eta,qptas_screened_screen_eta,qptas_screened_best_screen_eta,qptas_screened_best_screen_success,qptas_screened_best_screen_violation,qptas_screened_best_screen_candidate_index,qptas_screened_best_screen_message,qptas_screened_support_violation,qptas_screened_residual_norm,qptas_screened_objective,qptas_screened_iterations,qptas_screened_best_certificate_eta,qptas_screened_best_certificate_iteration,qptas_screened_profiles_checked,qptas_screened_total_profiles,qptas_screened_best_response_solves,qptas_screened_sampling_seed,qptas_screened_termination_reason,qptas_screened_total_pairs,qptas_screened_screen_rejections,qptas_screened_screen_passes,qptas_screened_profile_artifact,eta_diff_qptas_screened_minus_mcp,time_ratio_qptas_screened_over_mcp,x_l1_qptas_screened_minus_mcp,y_l1_qptas_screened_minus_mcp
msd,100,5,1000626,0.5,nan,0.01,uniform,,,2.5.3,0.006666666666666667,3,10,3,10,1000,3,20,1000,1000,,,,,,,,,,,,,,,,,,qptas_screened,False,0.14579311600004985,nan,nan,nan,False,,highs,,nan,nan,nan,,nan,,,nan,nan,nan,,nan,,1000,1225,0,1000626,sample_exhausted,2226653465389116453554341522500,1000,0,profiles/msd_K100_n5_rep003__qptas_screened__msd_K100_n5_seed1000626__qptas_screened.json,nan,nan,nan,nan
