K,n,seed,gamma,entropy_kappa,smoothing_tau,step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,iteration,residual_norm,objective,eta,regret1,regret2
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,full_batch,175,0.04164772682788754,0.0008672665749651717,0.00939932698666901,0.00939932698666901,0.003913237469903796
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,full_batch,200,0.04164572577595911,0.0008671832377031925,0.009399253032609856,0.009399253032609856,0.003913211885152035
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,full_batch,225,0.04164384614565858,0.0008671049609016415,0.009399183566235758,0.009399183566235758,0.003913187853481381
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,full_batch,250,0.041642068210822024,0.0008670309224373771,0.009399117858476858,0.009399117858476858,0.0039131651225776665
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,full_batch,275,0.04164037707025332,0.0008669605012764394,0.00939905535859209,0.00939905535859209,0.003913143501842908
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,full_batch,300,0.04163876114124304,0.0008668932146887457,0.00939899563849017,0.00939899563849017,0.003913122843124506
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,minibatch,0,0.041675197615131644,0.0008684110481301372,0.00940034226682579,0.00940034226682579,0.003913588771301324
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,minibatch,25,0.041665544808953035,0.0008680088121134366,0.009399976948311628,0.009399976948311628,0.003913457101385354
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,minibatch,50,0.04166091173012665,0.0008678157830927021,0.00939980409042196,0.00939980409042196,0.003913392157732565
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,minibatch,75,0.04165758943196736,0.0008676773786411794,0.009399679033709807,0.009399679033709807,0.003913347810737822
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,minibatch,100,0.04165466724141243,0.0008675556514963989,0.009399567537236087,0.009399567537236087,0.003913310320976637
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,minibatch,125,0.04165206969944008,0.0008674474551235073,0.009399470467577664,0.009399470467577664,0.003913278787718966
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,minibatch,150,0.041649785099471814,0.0008673522994160922,0.009399388553397114,0.009399388553397114,0.003913251947101792
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,minibatch,175,0.041647674597817916,0.0008672643997028639,0.009399313186776281,0.009399313186776281,0.003913226277744375
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,minibatch,200,0.04164571002508407,0.0008671825817466939,0.009399241611918463,0.009399241611918463,0.003913203792104691
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,minibatch,225,0.0416438470502442,0.0008671049985720663,0.009399170189102357,0.009399170189102357,0.00391317931364199
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,minibatch,250,0.04164204879177753,0.0008670301137883904,0.009399102906239298,0.009399102906239298,0.003913155924510914
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,minibatch,275,0.0416403499616081,0.0008669593724625978,0.009399040192263619,0.009399040192263619,0.003913133800230284
100,20,1002123,0.5,0.05,0.1,0.01,0.5,300,10,0.001,25,25,minibatch,300,0.041638720698591376,0.000866891530707651,0.009398980001242785,0.009398980001242785,0.003913110839687373
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,full_batch,0,0.06893028566781044,0.0023756921411229766,0.014194061668509617,0.013391379516060287,0.014194061668509617
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,full_batch,25,0.06885601747231636,0.002370575571073968,0.014189935476777216,0.013386674156129874,0.014189935476777216
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,full_batch,50,0.0688206970553911,0.0023681441715949583,0.014187973606501092,0.013384436104532771,0.014187973606501092
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,full_batch,75,0.06879353043473109,0.0023662749148371364,0.014186464837574186,0.013382714587716893,0.014186464837574186
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,full_batch,100,0.06877061161874622,0.002364698511208216,0.014185192116096312,0.01338126216513369,0.014185192116096312
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,full_batch,125,0.06875041497280557,0.002363309779466484,0.014184070663473602,0.013379982189429318,0.014184070663473602
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,full_batch,150,0.068732155058285,0.0023620545694780664,0.014183056833395491,0.013378824903895192,0.014183056833395491
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,full_batch,175,0.06871536423176731,0.0023609006407522234,0.014182124639240734,0.01337776068381108,0.014182124639240734
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,full_batch,200,0.06869973733747987,0.002359826955119363,0.01418125712372259,0.013376770197877752,0.01418125712372259
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,full_batch,225,0.06868506218378717,0.0023588188835953552,0.014180442495509649,0.013375840003974071,0.014180442495509649
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,full_batch,250,0.06867118414898404,0.0023578657662118386,0.014179672162392742,0.013374960306973382,0.014179672162392742
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,full_batch,275,0.06865798643156884,0.0023569595504187454,0.014178939633804566,0.013374123707618701,0.014178939633804566
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,full_batch,300,0.06864537824176473,0.002356093976977473,0.014178239864630071,0.013373324454467928,0.014178239864630071
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,minibatch,0,0.06893028566781044,0.0023756921411229766,0.014194061668509617,0.013391379516060287,0.014194061668509617
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,minibatch,25,0.06885504142950208,0.0023705083651292236,0.01418962779883115,0.013386484767856477,0.01418962779883115
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,minibatch,50,0.06881814107970388,0.0023679682708330134,0.014187620895523334,0.013383955098167422,0.014187620895523334
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,minibatch,75,0.06879069216554838,0.00236607966430762,0.014186085685204741,0.01338209658275108,0.014186085685204741
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,minibatch,100,0.0687669717987209,0.002364448205183038,0.014184726207555232,0.01338060532374502,0.014184726207555232
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,minibatch,125,0.06874708824064651,0.002363081070783619,0.01418361952263314,0.013379417260493964,0.01418361952263314
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,minibatch,150,0.0687284922447412,0.0023618028231177255,0.014182618605366293,0.013378192042164838,0.014182618605366293
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,minibatch,175,0.06871128552373595,0.002360620379162183,0.01418164218170126,0.013377144020181586,0.01418164218170126
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,minibatch,200,0.06869534426891208,0.0023595251621121756,0.014180739626848404,0.01337620801477879,0.014180739626848404
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,minibatch,225,0.06868102096024895,0.0023585413200710773,0.014180006752852026,0.013375254055999597,0.014180006752852026
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,minibatch,250,0.06866717405778175,0.0023575903965408476,0.014179244449886608,0.013374443319701779,0.014179244449886608
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,minibatch,275,0.0686540609839012,0.0023566900447906125,0.01417849151018613,0.013373561468696782,0.01417849151018613
30,20,302123,0.5,0.05,0.1,0.05,0.5,300,6,0.001,25,25,minibatch,300,0.06864144398450837,0.0023558239161392005,0.014177788066959629,0.013372805384979647,0.014177788066959629
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,full_batch,0,0.041675197615131644,0.0008684110481301372,0.00940034226682579,0.00940034226682579,0.003913588771301324
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,full_batch,25,0.041627809103571764,0.0008664372453817061,0.009398590884783842,0.009398590884783842,0.003912982838832235
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,full_batch,50,0.04160526899867768,0.0008654992042261651,0.009397757900036607,0.009397757900036607,0.003912694765692448
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,full_batch,75,0.04158793097185634,0.0008647780012599439,0.00939711718383962,0.00939711718383962,0.0039124732370218185
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,full_batch,100,0.041573303024171615,0.0008641697621697983,0.009396576632000664,0.009396576632000664,0.003912286375381324
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,full_batch,125,0.04156041180947654,0.0008636339148866385,0.009396100269690733,0.009396100269690733,0.0039121217298155875
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,full_batch,150,0.04154875622223501,0.0008631495718073561,0.009395669576074517,0.009395669576074517,0.003911972890231041
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,full_batch,175,0.041538037908408015,0.0008627042966401707,0.009395273524003545,0.009395273524003545,0.003911836040112471
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,full_batch,200,0.0415280621801578,0.0008622899742195265,0.009394904917827684,0.009394904917827684,0.003911708689033455
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,full_batch,225,0.041518693660254374,0.0008619009616270234,0.009394558754012683,0.009394558754012683,0.003911589105263347
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,full_batch,250,0.041509833700774934,0.0008615331469329952,0.009394231386537888,0.009394231386537888,0.003911476026908667
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,full_batch,275,0.04150140778288865,0.0008611834239808052,0.009393920061192607,0.009393920061192607,0.00391136850073337
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,full_batch,300,0.041493357983111365,0.0008608493783573158,0.009393622637129062,0.009393622637129062,0.003911265785787377
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,minibatch,0,0.041675197615131644,0.0008684110481301372,0.00940034226682579,0.00940034226682579,0.003913588771301324
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,minibatch,25,0.04162695662806935,0.0008664017590575835,0.009398516620305164,0.009398516620305164,0.003912930894983235
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,minibatch,50,0.04160381962318633,0.0008654389036193119,0.009397653439070841,0.009397653439070841,0.003912606761290349
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,minibatch,75,0.04158723704470612,0.0008647491425062885,0.009397029283345182,0.009397029283345182,0.003912385598956902
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,minibatch,100,0.04157265532487071,0.0008641428353802504,0.009396472981560433,0.009396472981560433,0.003912198743040607
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,minibatch,125,0.04155969682263132,0.0008636041999945158,0.009395988819293988,0.009395988819293988,0.003912041656944254
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,minibatch,150,0.04154830298445647,0.0008631307404440972,0.009395580431788453,0.009395580431788453,0.003911908050472812
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,minibatch,175,0.041537779778027965,0.0008626935744439745,0.00939520478429573,0.00939520478429573,0.0039117802822946635
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,minibatch,200,0.04152798640157487,0.0008622868272846939,0.009394848066555439,0.009394848066555439,0.003911668430733428
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,minibatch,225,0.04151870102153597,0.0008619012672578462,0.009394492113915909,0.009394492113915909,0.003911546632923146
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,minibatch,250,0.04150973944882461,0.0008615292345546531,0.00939415686835593,0.00939415686835593,0.003911430263022098
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,minibatch,275,0.04150127529007716,0.0008611779253513846,0.009393844487331104,0.009393844487331104,0.0039113202320263385
100,20,1002123,0.5,0.05,0.1,0.05,0.5,300,10,0.001,25,25,minibatch,300,0.041493158989884406,0.0008608411214799125,0.009393544722870462,0.009393544722870462,0.00391120599567818
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,full_batch,0,0.06893028566781044,0.0023756921411229766,0.014194061668509617,0.013391379516060287,0.014194061668509617
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,full_batch,25,0.06863381502378883,0.0023553002823598307,0.014177597662607011,0.013372591145202117,0.014177597662607011
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,full_batch,50,0.06849326931414428,0.002345663970669949,0.014169800036488767,0.013363679872446355,0.014169800036488767
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,full_batch,75,0.06838536257175512,0.002338278907035203,0.0141638164242322,0.013356836128896543,0.0141638164242322
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,full_batch,100,0.06829445869974043,0.002332066544545276,0.014158777787549426,0.013351069451688402,0.014158777787549426
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,full_batch,125,0.06821445057894082,0.00232660563389338,0.014154344701770627,0.01334599298664807,0.014154344701770627
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,full_batch,150,0.06814219415517907,0.00232167931214106,0.014150342426023033,0.013341433291952254,0.014150342426023033
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,full_batch,175,0.06807581751495208,0.002317158465164528,0.014146666923232964,0.013337428514118344,0.014146666923232964
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,full_batch,200,0.06801409917811231,0.0023129588435050487,0.014143250306360211,0.0133337288694243,0.014143250306360211
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,full_batch,225,0.0679561897933096,0.002309021865612158,0.01414025655577461,0.013330312050187643,0.01414025655577461
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,full_batch,250,0.0679014704552973,0.0023053048449958066,0.014137596880793968,0.013327083314601307,0.014137596880793968
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,full_batch,275,0.0678494736476023,0.0023017755371283395,0.014135071363827079,0.0133240150988011,0.014135071363827079
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,full_batch,300,0.06779983597402217,0.0022984088790521553,0.014132662093296111,0.013321085977620772,0.014132662093296111
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,minibatch,0,0.06893028566781044,0.0023756921411229766,0.014194061668509617,0.013391379516060287,0.014194061668509617
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,minibatch,25,0.06862993646449404,0.0023550340895602444,0.014176367610671203,0.013371834682370465,0.014176367610671203
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,minibatch,50,0.0684831120061576,0.0023449683150239637,0.014168392958970322,0.013361758931046963,0.014168392958970322
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,minibatch,75,0.06837410449840339,0.0023375090829792933,0.01416230523569445,0.013354372046575635,0.01416230523569445
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,minibatch,100,0.06828002669196329,0.0023310810225276096,0.014156922321449383,0.013348452512174869,0.014156922321449383
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,minibatch,125,0.06820128661121024,0.002325707747712222,0.01415255044754643,0.013343745436976417,0.01415255044754643
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,minibatch,150,0.06812771039356844,0.0023206924617349663,0.014148602953725276,0.013338959647860194,0.014148602953725276
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,minibatch,175,0.06805970087369291,0.0023160614415082778,0.014144751390827603,0.0133350292521206,0.014144751390827603
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,minibatch,200,0.06799675219112941,0.002311779154270931,0.014141466186182394,0.01333151641613406,0.014141466186182394
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,minibatch,225,0.06794026571198805,0.00230793985250777,0.014139008238502782,0.013327989646085447,0.014139008238502782
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,minibatch,250,0.06788567952255534,0.0023042327421195444,0.014136393849076834,0.013325021399965109,0.014136393849076834
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,minibatch,275,0.06783404016518792,0.0023007285025661637,0.014133778574474287,0.013321782254372416,0.014133778574474287
30,20,302123,0.5,0.05,0.1,0.2,0.5,300,6,0.001,25,25,minibatch,300,0.06778438489750295,0.002297361417966413,0.014131337222596352,0.01331902181827821,0.014131337222596352
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,full_batch,0,0.041675197615131644,0.0008684110481301372,0.00940034226682579,0.00940034226682579,0.003913588771301324
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,full_batch,25,0.041485976207523874,0.0008605431109456184,0.009393349864744716,0.009393349864744716,0.003911171594732199
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,full_batch,50,0.04139622420794721,0.0008568236893373173,0.009390034026230176,0.009390034026230176,0.0039100272364959165
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,full_batch,75,0.04132729407758282,0.0008539726178875062,0.009387487794130678,0.009387487794130678,0.003909149310068583
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,full_batch,100,0.041269210981612535,0.0008515738875224244,0.009385342482889691,0.009385342482889691,0.003908410177863364
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,full_batch,125,0.041218078946237004,0.0008494650160091131,0.009383454091439425,0.009383454091439425,0.003907759987424764
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,full_batch,150,0.04117189224526218,0.00084756235552774,0.009381748485208008,0.009381748485208008,0.003907173073823156
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,full_batch,175,0.04112945670009759,0.0008458161042226014,0.009380181525657005,0.009380181525657005,0.003906634156624067
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,full_batch,200,0.04108999306985264,0.0008441937652402691,0.009378724410963934,0.009378724410963934,0.00390613326488487
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,full_batch,225,0.04105295951025913,0.0008426727422754876,0.009377357113833251,0.009377357113833251,0.0039056634653520383
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,full_batch,250,0.04101796118870005,0.0008412365700388517,0.009376065040730575,0.009376065040730575,0.003905219705904961
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,full_batch,275,0.04098469985032583,0.000839872810910649,0.009374837167774597,0.009374837167774597,0.0039047981702098333
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,full_batch,300,0.04095294366349631,0.0008385717973527514,0.009373664926176417,0.009373664926176417,0.003904395891867418
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,minibatch,0,0.041675197615131644,0.0008684110481301372,0.00940034226682579,0.00940034226682579,0.003913588771301324
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,minibatch,25,0.041482578730687114,0.0008604021690738274,0.009393053844892085,0.009393053844892085,0.003910964351991786
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,minibatch,50,0.041390455106670776,0.0008565848869686645,0.009389617682107776,0.009389617682107776,0.003909676553491059
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,minibatch,75,0.041324556479912684,0.0008538594841307467,0.009387137894955155,0.009387137894955155,0.003908800449403005
100,20,1002123,0.5,0.05,0.1,0.2,0.5,300,10,0.001,25,25,minibatch,100,0.04126666564605285,0.0008514688467715593,0.00938493029491716,0.00938493029491716,0.003908061865570467
