K,n,seed,gamma,entropy_kappa,smoothing_tau,max_iter,minibatch_size,step_size,step_decay,regret_tolerance,record_every,certify_every,methods,full_batch_success,full_batch_time_s,full_batch_solve_time_s,full_batch_eta,full_batch_regret1,full_batch_regret2,full_batch_residual_norm,full_batch_objective,full_batch_iterations,full_batch_has_profile,full_batch_history_len,full_batch_best_residual_norm,full_batch_best_objective,full_batch_best_certificate_eta,full_batch_best_certificate_iteration,full_batch_error,minibatch_success,minibatch_time_s,minibatch_solve_time_s,minibatch_eta,minibatch_regret1,minibatch_regret2,minibatch_residual_norm,minibatch_objective,minibatch_iterations,minibatch_has_profile,minibatch_history_len,minibatch_best_residual_norm,minibatch_best_objective,minibatch_best_certificate_eta,minibatch_best_certificate_iteration,minibatch_error,eta_diff_minibatch_minus_full_batch,residual_diff_minibatch_minus_full_batch,time_ratio_minibatch_over_full_batch,x_l1_minibatch_minus_full_batch,y_l1_minibatch_minus_full_batch
100,20,1002125,0.5,0.1,0.02,2000,10,1.25,0.5,0.001,25,25,"full_batch,minibatch",False,57.65401449985802,57.64235608279705,0.005967667710143898,0.005967667710143898,0.003263962612457816,0.012058168802900233,7.269971743961823e-05,2000,True,81,0.012058168802900233,7.269971743961823e-05,0.005967667710143898,2000,,False,54.497051416896284,54.48748216684908,0.005964517495812172,0.005964517495812172,0.003262440147538792,0.012210915348960676,7.45532268297417e-05,2000,True,81,0.012210915348960676,7.45532268297417e-05,0.005964517495812172,2000,,-3.150214331726353e-06,0.00015274654606044213,0.9452429616506668,0.000589847290257968,0.000995725991208278
250,20,2502123,0.5,0.1,0.02,2000,16,1.25,0.5,0.001,25,25,"full_batch,minibatch",False,57.0166903748177,57.000459166709334,0.002315817676022236,0.002315817676022236,0.002254459706210632,0.007637390952999612,2.9164870284480163e-05,2000,True,81,0.007637390952999612,2.9164870284480163e-05,0.002315817676022236,2000,,False,55.33487441716716,55.32117774989456,0.002316305741546343,0.002316305741546343,0.0022547578890415587,0.007789680337715367,3.0339559881894697e-05,2000,True,81,0.007789680337715367,3.0339559881894697e-05,0.002316305741546343,2000,,4.88065524106851e-07,0.0001522893847157548,0.9705030939783671,0.0005692645885024619,0.0005938625277187165
250,20,2502124,0.5,0.1,0.02,2000,16,1.25,0.5,0.001,25,25,"full_batch,minibatch",False,57.16530154179782,57.150445291772485,0.004183429584472598,0.0030379726974169574,0.004183429584472598,0.008870699794754338,3.934465742432733e-05,2000,True,81,0.008870699794754338,3.934465742432733e-05,0.004183429584472598,2000,,False,57.97226441698149,57.958774416241795,0.004182167687598104,0.00303826300241139,0.004182167687598104,0.008867648698819825,3.931759672284047e-05,2000,True,81,0.008867648698819825,3.931759672284047e-05,0.004182167687598104,2000,,-1.2618968744937398e-06,-3.0510959345125127e-06,1.01411630575575,0.0004035066965005288,0.0006020489035464954
250,20,2502125,0.5,0.1,0.02,2000,16,1.25,0.5,0.001,25,25,"full_batch,minibatch",False,57.92977770790458,57.91385187488049,0.0028780018990949285,0.00233403563222101,0.0028780018990949285,0.007677241915003392,2.9470021710742474e-05,2000,True,81,0.007677241915003392,2.9470021710742474e-05,0.0028780018990949285,2000,,False,55.104703000281006,55.09148804098368,0.0028779372781335133,0.0023332275434302385,0.0028779372781335133,0.007597662524758372,2.886223792005888e-05,2000,True,81,0.007597662524758372,2.886223792005888e-05,0.0028779372781335133,2000,,-6.462096141524043e-08,-7.957939024502009e-05,0.9512327714794927,0.0003933744779662379,0.00045078839768309537
30,20,302123,0.5,0.1,0.02,2000,6,1.5,0.5,0.001,25,25,"full_batch,minibatch",False,55.650120083708316,55.64021479198709,0.013297607546085999,0.012199855832496997,0.013297607546085999,0.01941522833146388,0.00018847554558143887,2000,True,81,0.01941522833146388,0.00018847554558143887,0.013297607546085999,2000,,False,53.97123237513006,53.963417374994606,0.013316363799452002,0.012193025638657096,0.013316363799452002,0.019330074089447608,0.0001868258821517669,2000,True,81,0.019330074089447608,0.0001868258821517669,0.013316363799452002,2000,,1.8756253366003506e-05,-8.515424201627209e-05,0.9698313731209763,0.001393105349442196,0.0009293144429637287
30,20,302124,0.5,0.1,0.02,2000,6,1.5,0.5,0.001,25,25,"full_batch,minibatch",False,55.70694216713309,55.696845249738544,0.011180516463944079,0.011180516463944079,0.009729829433825277,0.015851813483904565,0.00012563999536424928,2000,True,81,0.015851813483904565,0.00012563999536424928,0.011180516463944079,2000,,False,53.9097714163363,53.902010624762625,0.011182782022150506,0.011182782022150506,0.009731481080074211,0.01575664587443248,0.00012413594460613505,2000,True,81,0.01575664587443248,0.00012413594460613505,0.011182782022150506,2000,,2.265558206426821e-06,-9.516760947208408e-05,0.9677388368328513,0.0008580363076709507,0.0009115272816527104
30,20,302125,0.5,0.1,0.02,2000,6,1.5,0.5,0.001,25,25,"full_batch,minibatch",False,55.82359916623682,55.813492415938526,0.019236319686124992,0.011306994860566022,0.019236319686124992,0.019139552265435268,0.00018316123046066416,2000,True,81,0.019139552265435268,0.00018316123046066416,0.019236319686124992,2000,,False,53.88451520772651,53.87672287458554,0.019235770462406654,0.011304512900866814,0.019235770462406654,0.019150565122538033,0.00018337207225628508,2000,True,81,0.019150565122538033,0.00018337207225628508,0.019235770462406654,2000,,-5.492237183379878e-07,1.1012857102764978e-05,0.9652640820822763,0.0006724529924293163,0.0008168606606871742
100,20,1002123,0.5,0.1,0.02,2000,10,1.5,0.5,0.001,25,25,"full_batch,minibatch",False,55.95008979178965,55.93862649984658,0.008856669729243372,0.008856669729243372,0.0037190305125327505,0.01074185214715511,5.769369377567043e-05,2000,True,81,0.01074185214715511,5.769369377567043e-05,0.008856669729243372,2000,,False,54.259149292018265,54.24972962541506,0.008856030691617445,0.008856030691617445,0.003718457473580683,0.010739429266965635,5.766767049007902e-05,2000,True,81,0.010739429266965635,5.766767049007902e-05,0.008856030691617445,2000,,-6.390376259268749e-07,-2.4228801894753127e-06,0.9697776981938012,0.0005802115462998636,0.0006138073061819696
100,20,1002124,0.5,0.1,0.02,2000,10,1.5,0.5,0.001,25,25,"full_batch,minibatch",False,56.15671841613948,56.145236916840076,0.004748064393731155,0.004748064393731155,0.002824016710708699,0.008268404807949197,3.41832590340587e-05,2000,True,81,0.008268404807949197,3.41832590340587e-05,0.004748064393731155,2000,,False,54.24899862520397,54.23964704107493,0.004747686990813127,0.004747686990813127,0.002825926797675793,0.008240957996849207,3.395669435291645e-05,2000,True,81,0.008240957996849207,3.395669435291645e-05,0.004747686990813127,2000,,-3.7740291802812465e-07,-2.744681109998967e-05,0.9660286454632429,0.0005904895109151431,0.0006859601841618587
100,20,1002125,0.5,0.1,0.02,2000,10,1.5,0.5,0.001,25,25,"full_batch,minibatch",False,56.754702707752585,56.743140707723796,0.005944038455088063,0.005944038455088063,0.0032635234097112553,0.009719001006850744,4.722949028558288e-05,2000,True,81,0.009719001006850744,4.722949028558288e-05,0.005944038455088063,2000,,False,54.360197292175144,54.35093762539327,0.005940903085268512,0.005940903085268512,0.0032621047785351687,0.009897914784128584,4.89843585369356e-05,2000,True,81,0.009897914784128584,4.89843585369356e-05,0.005940903085268512,2000,,-3.1353698195513147e-06,0.00017891377727784034,0.957809568170809,0.0006321743452432846,0.0010648517922734052
250,20,2502123,0.5,0.1,0.02,2000,16,1.5,0.5,0.001,25,25,"full_batch,minibatch",False,56.802653583697975,56.78649466717616,0.0023076600679504122,0.0023076600679504122,0.0022446662727573785,0.006117362454898231,1.8711061702299256e-05,2000,True,81,0.006117362454898231,1.8711061702299256e-05,0.0023076600679504122,2000,,False,55.02894179197028,55.01468733418733,0.002308306859062137,0.002308306859062137,0.0022449628979739344,0.006286987854565977,1.9763108141730055e-05,2000,True,81,0.006286987854565977,1.9763108141730055e-05,0.002308306859062137,2000,,6.467911117247205e-07,0.00016962539966774558,0.9687741385336136,0.0006219314701960479,0.0006297089832978664
250,20,2502124,0.5,0.1,0.02,2000,16,1.5,0.5,0.001,25,25,"full_batch,minibatch",False,56.8700311249122,56.85477687511593,0.0041658929870490025,0.0030333014811279035,0.0041658929870490025,0.007096174779622679,2.517784825147649e-05,2000,True,81,0.007096174779622679,2.517784825147649e-05,0.0041658929870490025,2000,,False,54.94809183292091,54.935421084053814,0.004164474108680372,0.0030336674671171404,0.004164474108680372,0.007095084700210801,2.51701134515827e-05,2000,True,81,0.007095084700210801,2.51701134515827e-05,0.004164474108680372,2000,,-1.4188783686308604e-06,-1.0900794118777132e-06,0.9662047082800105,0.0004562985568706615,0.0006642495753962224
250,20,2502125,0.5,0.1,0.02,2000,16,1.5,0.5,0.001,25,25,"full_batch,minibatch",False,56.883457040879875,56.86796479066834,0.0028636661508172345,0.002324564804742524,0.0028636661508172345,0.006092043820990103,1.855649895843185e-05,2000,True,81,0.006092043820990103,1.855649895843185e-05,0.0028636661508172345,2000,,False,58.87476554187015,58.86135220900178,0.002863611366200114,0.0023237995024216196,0.002863611366200114,0.006011664276343379,1.807005368573158e-05,2000,True,81,0.006011664276343379,1.807005368573158e-05,0.002863611366200114,2000,,-5.478461712060678e-08,-8.037954464672464e-05,1.0350068122540301,0.0003966083813550375,0.00047622905862179654
30,20,302123,0.5,0.1,0.02,2000,6,1.75,0.5,0.001,25,25,"full_batch,minibatch",False,59.054420708213,59.044283375144005,0.013255742211217558,0.012123683778986205,0.013255742211217558,0.015801303973238822,0.0001248406036273465,2000,True,81,0.015801303973238822,0.0001248406036273465,0.013255742211217558,2000,,False,56.88161754235625,56.87354983296245,0.013276512518639594,0.012117404291089984,0.013276512518639594,0.01571941960706254,0.00012355007639145113,2000,True,81,0.01571941960706254,0.00012355007639145113,0.013276512518639594,2000,,2.077030742203556e-05,-8.188436617628109e-05,0.9632067652209724,0.0014654322902702896,0.0010165474697213447
30,20,302124,0.5,0.1,0.02,2000,6,1.75,0.5,0.001,25,25,"full_batch,minibatch",False,62.33725712541491,62.3268582909368,0.011132812349187504,0.011132812349187504,0.009657991289561463,0.01261239637293292,7.953627113398574e-05,2000,True,81,0.01261239637293292,7.953627113398574e-05,0.011132812349187504,2000,,False,58.33043120801449,58.322482166811824,0.011135092639135702,0.011135092639135702,0.009659567828395166,0.01251955194511852,7.836959045326046e-05,2000,True,81,0.01251955194511852,7.836959045326046e-05,0.011135092639135702,2000,,2.2802899481977335e-06,-9.284442781440014e-05,0.9357234164259236,0.0009016811297192021,0.0009311609505228274
30,20,302125,0.5,0.1,0.02,2000,6,1.75,0.5,0.001,25,25,"full_batch,minibatch",False,62.1708691669628,62.15906066587195,0.019186553389242023,0.011259677586312244,0.019186553389242023,0.015480648861212485,0.0001198252445820797,2000,True,81,0.015480648861212485,0.0001198252445820797,0.019186553389242023,2000,,False,59.68712199991569,59.67774466611445,0.01918625171649052,0.01125709407964881,0.01918625171649052,0.015493732988233996,0.00012002788095534518,2000,True,81,0.015493732988233996,0.00012002788095534518,0.01918625171649052,2000,,-3.0167275150150274e-07,1.3084127021511377e-05,0.9600496631247524,0.0007069475111769336,0.0008553524512218622
100,20,1002123,0.5,0.1,0.02,2000,10,1.75,0.5,0.001,25,25,"full_batch,minibatch",False,62.50618450017646,62.49373200023547,0.008820448659421498,0.008820448659421498,0.0037072601494539947,0.008566378409247467,3.669141952521058e-05,2000,True,81,0.008566378409247467,3.669141952521058e-05,0.008820448659421498,2000,,False,58.18819399969652,58.17782495776191,0.008819743167107985,0.008819743167107985,0.003706679668237456,0.008564306521068252,3.667367309340609e-05,2000,True,81,0.008564306521068252,3.667367309340609e-05,0.008819743167107985,2000,,-7.054923135130231e-07,-2.0718881792152616e-06,0.9309189876968454,0.0006255081029878304,0.0006521254236438873
100,20,1002124,0.5,0.1,0.02,2000,10,1.75,0.5,0.001,25,25,"full_batch,minibatch",False,68.26589433383197,68.25375045929104,0.0047300334058194005,0.0047300334058194005,0.002817312732724897,0.006615306139683512,2.188113766086718e-05,2000,True,81,0.006615306139683512,2.188113766086718e-05,0.0047300334058194005,2000,,False,62.37046187464148,62.36016337480396,0.004729738672388406,0.004729738672388406,0.002819125169635117,0.006578520230803042,2.1638464213542452e-05,2000,True,81,0.006578520230803042,2.1638464213542452e-05,0.004729738672388406,2000,,-2.947334309943983e-07,-3.6785908880470133e-05,0.913640149056558,0.0006195906214105096,0.0007157831136458126
100,20,1002125,0.5,0.1,0.02,2000,10,1.75,0.5,0.001,25,25,"full_batch,minibatch",False,60.75205133296549,60.73964758403599,0.005925555170512298,0.005925555170512298,0.003262876040321827,0.007838607899778052,3.072188690323144e-05,2000,True,81,0.007838607899778052,3.072188690323144e-05,0.005925555170512298,2000,,False,57.70920041622594,57.69918379187584,0.005922586026760879,0.005922586026760879,0.003261576834311164,0.008041958233040129,3.233654611098096e-05,2000,True,81,0.008041958233040129,3.233654611098096e-05,0.005922586026760879,2000,,-2.96914375141899e-06,0.00020335033326207737,0.9499136103230076,0.0006638710458482938,0.0011118401489135926
250,20,2502123,0.5,0.1,0.02,2000,16,1.75,0.5,0.001,25,25,"full_batch,minibatch",False,62.01823420915753,62.002007958013564,0.0023010816702782044,0.0023010816702782044,0.0022368920206517484,0.004900815788999354,1.200899769885268e-05,2000,True,81,0.004900815788999354,1.200899769885268e-05,0.0023010816702782044,2000,,False,60.173075625207275,60.15753341699019,0.0023018755358827914,0.0023018755358827914,0.002237143844454559,0.005086486602981846,1.2936172981156901e-05,2000,True,81,0.005086486602981846,1.2936172981156901e-05,0.0023018755358827914,2000,,7.938656045869408e-07,0.00018567081398249228,0.9702481277082572,0.0006637835085164037,0.0006532506142621283
250,20,2502124,0.5,0.1,0.02,2000,16,1.75,0.5,0.001,25,25,"full_batch,minibatch",False,60.88176449993625,60.866384792141616,0.004151919501259482,0.0030294402327349923,0.004151919501259482,0.005677400710254845,1.611643941240111e-05,2000,True,81,0.005677400710254845,1.611643941240111e-05,0.004151919501259482,2000,,False,59.67554895905778,59.66251183394343,0.004150367744343353,0.003029828313898808,0.004150367744343353,0.005680071548244068,1.6131606396585884e-05,2000,True,81,0.005680071548244068,1.6131606396585884e-05,0.004150367744343353,2000,,-1.5517569161294098e-06,2.6708379892229073e-06,0.9801875725714267,0.0005042203643214685,0.0007152233786007836
250,20,2502125,0.5,0.1,0.02,2000,16,1.75,0.5,0.001,25,25,"full_batch,minibatch",False,64.9260466247797,64.90732325008139,0.0028524081061890305,0.002317134101249896,0.0028524081061890305,0.004834987862884704,1.1688553817121197e-05,2000,True,81,0.004834987862884704,1.1688553817121197e-05,0.0028524081061890305,2000,,False,66.00226158322766,65.98701249994338,0.0028523540474292286,0.002316419345253673,0.0028523540474292286,0.004756558400334948,1.1312423907898478e-05,2000,True,81,0.004756558400334948,1.1312423907898478e-05,0.0028523540474292286,2000,,-5.405875980191155e-08,-7.842946254975596e-05,1.0165760124695042,0.00039118643825233196,0.0005008466306397202
30,20,302123,0.5,0.1,0.02,2000,6,2.0,0.5,0.001,25,25,"full_batch,minibatch",False,66.31585512496531,66.30311854137108,0.013225614983750855,0.012066600788956494,0.013225614983750855,0.012878517403064274,8.292810525051469e-05,2000,True,81,0.012878517403064274,8.292810525051469e-05,0.013225614983750855,2000,,False,63.32541654165834,63.316826708149165,0.013248177552145024,0.012060381383621421,0.013248177552145024,0.012801692443602805,8.194166471029858e-05,2000,True,81,0.012801692443602805,8.194166471029858e-05,0.013248177552145024,2000,,2.2562568394168814e-05,-7.682495946146825e-05,0.9549061294969085,0.0015178157141882212,0.0010928622874626856
30,20,302124,0.5,0.1,0.02,2000,6,2.0,0.5,0.001,25,25,"full_batch,minibatch",False,73.73609708296135,73.72288300003856,0.011095521151947008,0.011095521151947008,0.00960301503376676,0.01005605372137289,5.056210822356878e-05,2000,True,81,0.01005605372137289,5.056210822356878e-05,0.011095521151947008,2000,,False,61.88236791687086,61.87346087489277,0.011097837506864605,0.011097837506864605,0.009604513949345639,0.009970341163296176,4.970385145625907e-05,2000,True,81,0.009970341163296176,4.970385145625907e-05,0.011097837506864605,2000,,2.3163549175975184e-06,-8.571255807671499e-05,0.8392411636222932,0.0009310838248548572,0.0009551549498490811
30,20,302125,0.5,0.1,0.02,2000,6,2.0,0.5,0.001,25,25,"full_batch,minibatch",False,63.94501637481153,63.93160279188305,0.019152067254022964,0.011222846227802286,0.019152067254022964,0.012552360697388416,7.878087953867071e-05,2000,True,81,0.012552360697388416,7.878087953867071e-05,0.019152067254022964,2000,,False,66.67243649996817,66.66415933286771,0.01915205182164753,0.01121998224260512,0.01915205182164753,0.012566045362173484,7.895274802210086e-05,2000,True,81,0.012566045362173484,7.895274802210086e-05,0.01915205182164753,2000,,-1.5432375433110934e-08,1.3684664785067191e-05,1.0426525831062419,0.0007295481837555837,0.0008876875538092674
100,20,1002123,0.5,0.1,0.02,2000,10,2.0,0.5,0.001,25,25,"full_batch,minibatch",False,64.14599695801735,64.13326387479901,0.008791817112293487,0.008791817112293487,0.0036983914896719927,0.006833627358875825,2.334923143998809e-05,2000,True,81,0.006833627358875825,2.334923143998809e-05,0.008791817112293487,2000,,False,61.76784608280286,61.756752625107765,0.00879102231301393,0.00879102231301393,0.0036978213390390646,0.006833385128493861,2.3347576157160534e-05,2000,True,81,0.006833385128493861,2.3347576157160534e-05,0.00879102231301393,2000,,-7.94799279557612e-07,-2.422303819636304e-07,0.9629259659527787,0.000662757143358457,0.0006887308979114243
100,20,1002124,0.5,0.1,0.02,2000,10,2.0,0.5,0.001,25,25,"full_batch,minibatch",False,69.69570220867172,69.68187849968672,0.004716035595674406,0.004716035595674406,0.0028124201652773295,0.005297768955244723,1.4033177951577382e-05,2000,True,81,0.005297768955244723,1.4033177951577382e-05,0.004716035595674406,2000,,False,63.55930979223922,63.549413207918406,0.004715766613588801,0.004715766613588801,0.002814165709626726,0.0052534788647334825,1.37995200911007e-05,2000,True,81,0.0052534788647334825,1.37995200911007e-05,0.004715766613588801,2000,,-2.6898208560499626e-07,-4.4290090511240644e-05,0.9119545076386504,0.0006460650038534119,0.0007389495776579588
